A,determinant,B,type_relation
fin,du,travail,r_has_causatif
fin,de l',étude,r_has_causatif
fin,du,sport,r_has_causatif
fin,de la,marche,r_has_causatif
fin,de la,course,r_has_causatif
fin,de la,guerre,r_has_causatif
fin,du,combat,r_has_causatif
fin,de la,crise,r_has_causatif
fin,de la,loi,r_has_causatif
fin,de la,fête,r_has_causatif
fin,de l',amour,r_has_causatif
fin,de la,vie,r_has_causatif
fin,du,monde,r_has_causatif
début,du,vent,r_has_causatif
début,de la,pluie,r_has_causatif
début,de la,neige,r_has_causatif
début,de la,tempête,r_has_causatif
début,de l',orage,r_has_causatif
début,du,feu,r_has_causatif
début,du,travail,r_has_causatif
début,de l',étude,r_has_causatif
début,du,sport,r_has_causatif
début,de la,marche,r_has_causatif
début,de la,course,r_has_causatif
début,de la,guerre,r_has_causatif
début,du,combat,r_has_causatif
début,de l',accident,r_has_causatif
début,de la,grève,r_has_causatif
début,de la,crise,r_has_causatif
début,de la,fête,r_has_causatif
début,de l',amour,r_has_causatif
début,de la,vie,r_has_causatif
reste,du,feu,r_has_causatif
reste,du,repas,r_has_causatif
reste,du,travail,r_has_causatif
reste,du,gain,r_has_causatif
reste,de la,fête,r_has_causatif
reste,de la,vie,r_has_causatif
reste,du,mort,r_has_causatif
marque,du,choc,r_has_causatif
marque,d',impact,r_has_causatif
marque,du,poids,r_has_causatif
marque,du,travail,r_has_causatif
marque,de l',effort,r_has_causatif
marque,du,sport,r_has_causatif
marque,du,temps,r_has_causatif
marque,de l',âge,r_has_causatif
marque,du,virus,r_has_causatif
marque,du,poison,r_has_causatif
marque,de la,maladie,r_has_causatif
marque,de la,brûlure,r_has_causatif
marque,de la,blessure,r_has_causatif
tache,du,soleil,r_has_causatif
tache,du,feu,r_has_causatif
tache,du,virus,r_has_causatif
tache,du,poison,r_has_causatif
tache,de la,maladie,r_has_causatif
tache,de la,boue,r_has_causatif
tache,de la,sueur,r_has_causatif
tache,du,sang,r_has_causatif
tache,de l',encre,r_has_causatif
tache,du,vin,r_has_causatif
cicatrice,du,choc,r_has_causatif
cicatrice,d',impact,r_has_causatif
cicatrice,du,combat,r_has_causatif
cicatrice,de la,guerre,r_has_causatif
cicatrice,de l',accident,r_has_causatif
cicatrice,de la,maladie,r_has_causatif
cicatrice,de la,brûlure,r_has_causatif
cicatrice,de la,blessure,r_has_causatif
cicatrice,de la,chirurgie,r_has_causatif
blessure,du,choc,r_has_causatif
blessure,d',impact,r_has_causatif
blessure,du,combat,r_has_causatif
blessure,de la,guerre,r_has_causatif
blessure,de l',accident,r_has_causatif
blessure,du,sport,r_has_causatif
blessure,de la,chute,r_has_causatif
blessure,du,hasard,r_has_causatif
mort,du,séisme,r_has_causatif
mort,du,volcan,r_has_causatif
mort,du,feu,r_has_causatif
mort,du,virus,r_has_causatif
mort,du,poison,r_has_causatif
mort,de l',alcool,r_has_causatif
mort,du,tabac,r_has_causatif
mort,de la,guerre,r_has_causatif
mort,du,combat,r_has_causatif
mort,de l',accident,r_has_causatif
mort,de la,maladie,r_has_causatif
mort,de la,vieillesse,r_has_causatif
mort,de la,faim,r_has_causatif
mort,de la,soif,r_has_causatif
mort,du,froid,r_has_causatif
naissance,du,hasard,r_has_causatif
naissance,de la,chance,r_has_causatif
naissance,de l',amour,r_has_causatif
naissance,de la,joie,r_has_causatif
naissance,de la,vie,r_has_causatif
naissance,du,printemps,r_has_causatif
vie,du,soleil,r_has_causatif
vie,du,hasard,r_has_causatif
vie,de la,chance,r_has_causatif
vie,de l',amour,r_has_causatif
vie,de la,nature,r_has_causatif
vie,de la,terre,r_has_causatif
force,du,vent,r_has_causatif
force,de la,pluie,r_has_causatif
force,de la,tempête,r_has_causatif
force,du,séisme,r_has_causatif
force,du,volcan,r_has_causatif
force,du,feu,r_has_causatif
force,du,moteur,r_has_causatif
force,de la,machine,r_has_causatif
force,du,choc,r_has_causatif
force,d', impact,r_has_causatif
force,de la,vitesse,r_has_causatif
force,de la,pression,r_has_causatif
force,du,poids,r_has_causatif
force,du,travail,r_has_causatif
force,de l',effort,r_has_causatif
force,du,sport,r_has_causatif
force,du,combat,r_has_causatif
force,de la,loi,r_has_causatif
force,de la,marée,r_has_causatif
force,du,cyclone,r_has_causatif
faiblesse,de l',âge,r_has_causatif
faiblesse,de la,faim,r_has_causatif
faiblesse,de la,soif,r_has_causatif
faiblesse,du,sommeil,r_has_causatif
faiblesse,de la,maladie,r_has_causatif
faiblesse,du,froid,r_has_causatif
faiblesse,de la,peur,r_has_causatif
succès,du,travail,r_has_causatif
succès,de l',étude,r_has_causatif
succès,du,sport,r_has_causatif
succès,de la,marche,r_has_causatif
succès,de l',effort,r_has_causatif
succès,du,hasard,r_has_causatif
succès,de la,chance,r_has_causatif
succès,de l',amour,r_has_causatif
échec,de l',étude,r_has_causatif
échec,du,sport,r_has_causatif
échec,du,hasard,r_has_causatif
échec,de la,faute,r_has_causatif
échec,de l',erreur,r_has_causatif
échec,du,stress,r_has_causatif
échec,de la,crise,r_has_causatif
chute,du,vent,r_has_causatif
chute,de la,pluie,r_has_causatif
chute,de la,neige,r_has_causatif
chute,du,gel,r_has_causatif
chute,de la,tempête,r_has_causatif
chute,du,poids,r_has_causatif
chute,de la,pression,r_has_causatif
chute,du,sport,r_has_causatif
chute,de la,marche,r_has_causatif
chute,de la,course,r_has_causatif
chute,de l',accident,r_has_causatif
chute,du,hasard,r_has_causatif
chute,de la,hausse,r_has_causatif
chute,de la,bourse,r_has_causatif
reflet,du,soleil,r_has_causatif
reflet,du,feu,r_has_causatif
reflet,de la,lumière,r_has_causatif
reflet,de la,glace,r_has_causatif
reflet,de l',eau,r_has_causatif
reflet,du,miroir,r_has_causatif
écho,du,vent,r_has_causatif
écho,du,cri,r_has_causatif
écho,du,choc,r_has_causatif
écho,du,bruit,r_has_causatif
écho,de la,montagne,r_has_causatif
sueur,de la,chaleur,r_has_causatif
sueur,du,travail,r_has_causatif
sueur,de l',effort,r_has_causatif
sueur,du,sport,r_has_causatif
sueur,de la,marche,r_has_causatif
sueur,de la,course,r_has_causatif
sueur,du,stress,r_has_causatif
sueur,de la,fièvre,r_has_causatif
sueur,de la,peur,r_has_causatif
larme,de la,douleur,r_has_causatif
larme,de la,peur,r_has_causatif
larme,de la,joie,r_has_causatif
larme,de la,haine,r_has_causatif
larme,de l',amour,r_has_causatif
larme,du,vent,r_has_causatif
larme,du,froid,r_has_causatif
larme,du,rire,r_has_causatif
fièvre,du,virus,r_has_causatif
fièvre,de la,maladie,r_has_causatif
fièvre,du,poison,r_has_causatif
fièvre,de l',effort,r_has_causatif
fièvre,du,stress,r_has_causatif
fièvre,de la,fatigue,r_has_causatif
malaise,de la,chaleur,r_has_causatif
malaise,du,travail,r_has_causatif
malaise,de l',effort,r_has_causatif
malaise,du,stress,r_has_causatif
malaise,du,sommeil,r_has_causatif
malaise,de la,maladie,r_has_causatif
malaise,du,virus,r_has_causatif
malaise,du,poison,r_has_causatif
malaise,de l',alcool,r_has_causatif
malaise,du,tabac,r_has_causatif
malaise,de la,peur,r_has_causatif
ride,de l',âge,r_has_causatif
ride,du,temps,r_has_causatif
ride,du,souci,r_has_causatif
ride,du,rire,r_has_causatif
ride,du,soleil,r_has_causatif
poussière,du,vent,r_has_causatif
poussière,du,travail,r_has_causatif
poussière,d',usine,r_has_causatif
poussière,de la,route,r_has_causatif
poussière,du,temps,r_has_causatif
boue,de la,pluie,r_has_causatif
boue,de la,neige,r_has_causatif
boue,de la,tempête,r_has_causatif
boue,de la,route,r_has_causatif
retards,de la,pluie,r_has_causatif
retards,de la,neige,r_has_causatif
retards,de la,tempête,r_has_causatif
retards,du,travail,r_has_causatif
retards,de l',étude,r_has_causatif
retards,du,sport,r_has_causatif
retards,de l',accident,r_has_causatif
retards,de la,grève,r_has_causatif
retards,de la,crise,r_has_causatif
retards,du,hasard,r_has_causatif
retards,de la,circulation,r_has_causatif
pannes,du,moteur,r_has_causatif
pannes,de la,machine,r_has_causatif
pannes,d',usine,r_has_causatif
pannes,du,froid,r_has_causatif
pannes,de l',âge,r_has_causatif
pannes,de l',usure,r_has_causatif
ombre,du,soleil,r_has_causatif
ombre,du,nuage,r_has_causatif
ombre,de la,lune,r_has_causatif
ombre,de la,lumière,r_has_causatif
ombre,de l',arbre,r_has_causatif
ombre,du,mur,r_has_causatif
odeur,du,vent,r_has_causatif
odeur,de la,pluie,r_has_causatif
odeur,du,feu,r_has_causatif
odeur,du,moteur,r_has_causatif
odeur,d',usine,r_has_causatif
odeur,du,sport,r_has_causatif
odeur,de la,cuisine,r_has_causatif
odeur,du,poison,r_has_causatif
odeur,de l',alcool,r_has_causatif
odeur,du,tabac,r_has_causatif
odeur,de la,fleur,r_has_causatif
saveur,du,soleil,r_has_causatif
saveur,du,feu,r_has_causatif
saveur,du,travail,r_has_causatif
saveur,du,fruit,r_has_causatif
saveur,du,miel,r_has_causatif
saveur,du,sel,r_has_causatif
goût,du,soleil,r_has_causatif
goût,du,feu,r_has_causatif
goût,du,poison,r_has_causatif
goût,de l',alcool,r_has_causatif
goût,du,tabac,r_has_causatif
goût,du,fruit,r_has_causatif
goût,du,miel,r_has_causatif
souffle,du,vent,r_has_causatif
souffle,de la,tempête,r_has_causatif
souffle,du,moteur,r_has_causatif
souffle,du,coureur,r_has_causatif
impact,du,vent,r_has_causatif
impact,du,choc,r_has_causatif
impact,de la,balle,r_has_causatif
impact,du,poids,r_has_causatif
impact,de la,vitesse,r_has_causatif
impact,de la,loi,r_has_causatif
impact,de la,crise,r_has_causatif
choc,du,vent,r_has_causatif
choc,du,moteur,r_has_causatif
choc,de la,machine,r_has_causatif
choc,du,combat,r_has_causatif
choc,de l',accident,r_has_causatif
choc,de la,chute,r_has_causatif
choc,du,hasard,r_has_causatif
choc,de la,nouvelle,r_has_causatif
dérive,du,vent,r_has_causatif
dérive,du,courant,r_has_causatif
dérive,du,hasard,r_has_causatif
dérive,de la,loi,r_has_causatif
dérive,du,succès,r_has_causatif
usure,du,travail,r_has_causatif
usure,du,temps,r_has_causatif
usure,du,moteur,r_has_causatif
usure,de la,machine,r_has_causatif
usure,du,poids,r_has_causatif
usure,du,sport,r_has_causatif
usure,de la,marche,r_has_causatif
usure,de l',âge,r_has_causatif
vieillissement,du,temps,r_has_causatif
vieillissement,du,soleil,r_has_causatif
vieillissement,de l',alcool,r_has_causatif
vieillissement,du,tabac,r_has_causatif
vieillissement,de la,maladie,r_has_causatif
vieillissement,de la,peau,r_has_causatif
vieillissement,du,vin,r_has_causatif
détérioration,de la,pluie,r_has_causatif
détérioration,du,soleil,r_has_causatif
détérioration,du,gel,r_has_causatif
détérioration,du,temps,r_has_causatif
détérioration,de l',usure,r_has_causatif
détérioration,du,virus,r_has_causatif
embouteillage,de la,pluie,r_has_causatif
embouteillage,de la,neige,r_has_causatif
embouteillage,de l',accident,r_has_causatif
embouteillage,de la,grève,r_has_causatif
embouteillage,de la,fête,r_has_causatif
embouteillage,du,départ,r_has_causatif
embouteillage,des,vacances,r_has_causatif
congestion,du,froid,r_has_causatif
congestion,du,stress,r_has_causatif
congestion,du,virus,r_has_causatif
congestion,de la,maladie,r_has_causatif
congestion,du,trafic,r_has_causatif
progrès,du,travail,r_has_causatif
progrès,de l',étude,r_has_causatif
progrès,de la,science,r_has_causatif
progrès,de la,loi,r_has_causatif
progrès,de l',âge,r_has_causatif
évolution,du,travail,r_has_causatif
évolution,de l',étude,r_has_causatif
évolution,de la,loi,r_has_causatif
évolution,du,hasard,r_has_causatif
évolution,de la,vie,r_has_causatif
désordre,du,vent,r_has_causatif
désordre,de la,tempête,r_has_causatif
désordre,du,combat,r_has_causatif
désordre,de la,guerre,r_has_causatif
désordre,de l',accident,r_has_causatif
désordre,de la,grève,r_has_causatif
désordre,de la,crise,r_has_causatif
désordre,de la,fête,r_has_causatif
désordre,du,hasard,r_has_causatif
chaos,de la,tempête,r_has_causatif
chaos,du,séisme,r_has_causatif
chaos,du,volcan,r_has_causatif
chaos,de la,guerre,r_has_causatif
chaos,de l',accident,r_has_causatif
chaos,de la,crise,r_has_causatif
équilibre,du,poids,r_has_causatif
équilibre,de la,force,r_has_causatif
équilibre,de la,nature,r_has_causatif
pollution,d',usine,r_has_causatif
pollution,du,moteur,r_has_causatif
pollution,du,trafic,r_has_causatif
pollution,du,gaz,r_has_causatif
pollution,du,plastique,r_has_causatif
pollution,de l',eau,r_has_causatif
pollution,de l',air,r_has_causatif
nuisance,du,vent,r_has_causatif
nuisance,du,bruit,r_has_causatif
nuisance,du,moteur,r_has_causatif
nuisance,d',usine,r_has_causatif
nuisance,du,trafic,r_has_causatif
nuisance,du,voisin,r_has_causatif
avantage,du,travail,r_has_causatif
avantage,du,sport,r_has_causatif
avantage,de l',étude,r_has_causatif
avantage,du,succès,r_has_causatif
avantage,du,hasard,r_has_causatif
avantage,de la,loi,r_has_causatif
inconvénient,du,travail,r_has_causatif
inconvénient,du,froid,r_has_causatif
inconvénient,du,bruit,r_has_causatif
inconvénient,du,progrès,r_has_causatif
inconvénient,de la,loi,r_has_causatif
prix,du,travail,r_has_causatif
prix,de l',effort,r_has_causatif
prix,du,succès,r_has_causatif
prix,du,hasard,r_has_causatif
prix,de la,victoire,r_has_causatif
prix,de la,faute,r_has_causatif
coût,du,travail,r_has_causatif
coût,du,moteur,r_has_causatif
coût,de l',accident,r_has_causatif
coût,de la,grève,r_has_causatif
coût,de la,crise,r_has_causatif
coût,de la,vie,r_has_causatif
vibrations,du,frottement,r_has_causatif
vibrations,de la,traction,r_has_causatif
vibrations,de la,rotation,r_has_causatif
vibrations,de la,vibration,r_has_causatif
vibrations,du,courant,r_has_causatif
vibrations,d',onde,r_has_causatif
vibrations,de la,rumeur,r_has_causatif
vibrations,du,scandale,r_has_causatif
vibrations,du,décret,r_has_causatif
vibrations,du,vote,r_has_causatif
vibrations,de la,réforme,r_has_causatif
vibrations,de la,sécheresse,r_has_causatif
vibrations,d',inondation,r_has_causatif
vibrations,de la,gelée,r_has_causatif
vibrations,du,tonnerre,r_has_causatif
frissons,d',érosion,r_has_causatif
frissons,du,moteur,r_has_causatif
frissons,du,réveil,r_has_causatif
frissons,du,rappel,r_has_causatif
frissons,d',oubli,r_has_causatif
frissons,du,mensonge,r_has_causatif
frissons,de la,vérité,r_has_causatif
frissons,de la,honte,r_has_causatif
frissons,du,courage,r_has_causatif
frissons,du,doute,r_has_causatif
frissons,d',espoir,r_has_causatif
frissons,du,désir,r_has_causatif
frissons,du,besoin,r_has_causatif
frissons,du,luxe,r_has_causatif
frissons,de la,misère,r_has_causatif
frissons,de la,famine,r_has_causatif
sursauts,de la,peste,r_has_causatif
sursauts,du,remède,r_has_causatif
sursauts,du,soin,r_has_causatif
sursauts,du,vaccin,r_has_causatif
sursauts,du,yoga,r_has_causatif
sursauts,de la,danse,r_has_causatif
sursauts,du,chant,r_has_causatif
sursauts,de la,lecture,r_has_causatif
sursauts,du,silence,r_has_causatif
sursauts,du,fracas,r_has_causatif
sursauts,du,sifflement,r_has_causatif
sursauts,du,craquement,r_has_causatif
sursauts,du,grincement,r_has_causatif
sursauts,du,claquement,r_has_causatif
éclats,du,battement,r_has_causatif
éclats,du,tremblement,r_has_causatif
éclats,de la,déchirure,r_has_causatif
éclats,de la,brûlure,r_has_causatif
éclats,de la,gelure,r_has_causatif
éclats,de la,piqûre,r_has_causatif
éclats,de la,morsure,r_has_causatif
éclats,d',égratignure,r_has_causatif
éclats,de la,coupure,r_has_causatif
éclats,du,saignement,r_has_causatif
éclats,du,gonflement,r_has_causatif
éclats,d',irritation,r_has_causatif
éclats,d',allergie,r_has_causatif
éclats,d',intoxication,r_has_causatif
éclats,d',épuisement,r_has_causatif
étincelles,d',insomnie,r_has_causatif
étincelles,du,cauchemar,r_has_causatif
étincelles,d',angoisse,r_has_causatif
étincelles,de la,phobie,r_has_causatif
étincelles,de la,colère,r_has_causatif
étincelles,de la,tristesse,r_has_causatif
étincelles,de la,mélancolie,r_has_causatif
étincelles,de la,nostalgie,r_has_causatif
étincelles,de la,fierté,r_has_causatif
étincelles,de la,satisfaction,r_has_causatif
étincelles,du,ravissement,r_has_causatif
étincelles,d',émerveillement,r_has_causatif
étincelles,de la,surprise,r_has_causatif
étincelles,de la,déception,r_has_causatif
étincelles,de la,frustration,r_has_causatif
vestiges,d',impatience,r_has_causatif
vestiges,d',agacement,r_has_causatif
vestiges,de la,révolte,r_has_causatif
vestiges,d',indignation,r_has_causatif
vestiges,de la,pitié,r_has_causatif
vestiges,de la,compassion,r_has_causatif
vestiges,d',admiration,r_has_causatif
vestiges,du,respect,r_has_causatif
vestiges,d',obéissance,r_has_causatif
vestiges,de la,liberté,r_has_causatif
vestiges,de la,contrainte,r_has_causatif
vestiges,d',obligation,r_has_causatif
vestiges,du,droit,r_has_causatif
vestiges,du,devoir,r_has_causatif
vestiges,de la,vertu,r_has_causatif
vestiges,du,vice,r_has_causatif
empreintes,du,péché,r_has_causatif
empreintes,du,pardon,r_has_causatif
empreintes,de la,vengeance,r_has_causatif
empreintes,de la,punition,r_has_causatif
empreintes,de la,récompense,r_has_causatif
empreintes,d',honneur,r_has_causatif
empreintes,du,mépris,r_has_causatif
empreintes,de la,gloire,r_has_causatif
empreintes,de la,victoire,r_has_causatif
empreintes,d',échec,r_has_causatif
empreintes,du,success,r_has_causatif
empreintes,du,match,r_has_causatif
empreintes,du,jeu,r_has_causatif
