A,determinant,B,type_relation
goémon,du,cultivateur,r_product_of
nori,du,cultivateur,r_product_of
wakame,du,cultivateur,r_product_of
kombu,du,cultivateur,r_product_of
spiruline,du,cultivateur,r_product_of
légume,du,maraîcher,r_product_of
salade,du,maraîcher,r_product_of
laitue,du,maraîcher,r_product_of
scarole,du,maraîcher,r_product_of
frisée,du,maraîcher,r_product_of
chicorée,du,maraîcher,r_product_of
endive,du,maraîcher,r_product_of
mâche,du,maraîcher,r_product_of
roquette,du,maraîcher,r_product_of
cresson,du,maraîcher,r_product_of
épinard,du,maraîcher,r_product_of
oseille,du,maraîcher,r_product_of
blette,du,maraîcher,r_product_of
bette,du,maraîcher,r_product_of
carde,du,maraîcher,r_product_of
cardon,du,maraîcher,r_product_of
céleri,du,maraîcher,r_product_of
chou,du,maraîcher,r_product_of
chou-fleur,du,maraîcher,r_product_of
brocoli,du,maraîcher,r_product_of
chou-rave,du,maraîcher,r_product_of
chou-navet,du,maraîcher,r_product_of
navet,du,maraîcher,r_product_of
radis,du,maraîcher,r_product_of
carotte,du,maraîcher,r_product_of
panais,du,maraîcher,r_product_of
betterave,du,maraîcher,r_product_of
rutabaga,du,maraîcher,r_product_of
topinambour,du,maraîcher,r_product_of
salsifis,du,maraîcher,r_product_of
scorsonère,du,maraîcher,r_product_of
poireau,du,maraîcher,r_product_of
oignon,du,maraîcher,r_product_of
échalote,du,maraîcher,r_product_of
ail,du,maraîcher,r_product_of
ciboule,du,maraîcher,r_product_of
ciboulette,du,maraîcher,r_product_of
tomate,du,maraîcher,r_product_of
aubergine,du,maraîcher,r_product_of
courgette,du,maraîcher,r_product_of
courge,du,maraîcher,r_product_of
potiron,du,maraîcher,r_product_of
citrouille,du,maraîcher,r_product_of
potimarron,du,maraîcher,r_product_of
concombre,du,maraîcher,r_product_of
cornichon,du,maraîcher,r_product_of
poivron,du,maraîcher,r_product_of
piment,du,maraîcher,r_product_of
haricot,du,maraîcher,r_product_of
fève,du,maraîcher,r_product_of
pois,du,maraîcher,r_product_of
lentille,du,maraîcher,r_product_of
pois-chiche,du,maraîcher,r_product_of
flageolet,du,maraîcher,r_product_of
haricot,du,cultivateur,r_product_of
mongette,du,maraîcher,r_product_of
asperge,du,maraîcher,r_product_of
artichaut,du,maraîcher,r_product_of
fenouil,du,maraîcher,r_product_of
pomme,du,verger,r_product_of
poire,du,verger,r_product_of
prune,du,verger,r_product_of
cerise,du,verger,r_product_of
abricot,du,verger,r_product_of
pêche,du,verger,r_product_of
nectarine,du,verger,r_product_of
brugnon,du,verger,r_product_of
mirabelle,du,verger,r_product_of
quetsche,du,verger,r_product_of
reine-claude,du,verger,r_product_of
griotte,du,verger,r_product_of
bigarreau,du,verger,r_product_of
guigne,du,verger,r_product_of
merise,du,verger,r_product_of
figue,du,verger,r_product_of
coing,du,verger,r_product_of
nèfle,du,verger,r_product_of
châtaigne,du,verger,r_product_of
marron,du,verger,r_product_of
noix,du,verger,r_product_of
noisette,du,verger,r_product_of
amande,du,verger,r_product_of
olive,du,verger,r_product_of
huile,de l',olivier,r_product_of
huile,du,moulin,r_product_of
raisin,de la,vigne,r_product_of
vendange,de la,vigne,r_product_of
grappe,de la,vigne,r_product_of
grain,de la,vigne,r_product_of
marc,du,vigneron,r_product_of
eau-de-vie,du,distillateur,r_product_of
alcool,du,distillateur,r_product_of
cognac,du,distillateur,r_product_of
armagnac,du,distillateur,r_product_of
calvados,du,distillateur,r_product_of
rhum,du,distillateur,r_product_of
whisky,du,distillateur,r_product_of
vodka,du,distillateur,r_product_of
gin,du,distillateur,r_product_of
liqueur,du,liquoriste,r_product_of
absinthe,du,distillateur,r_product_of
pastis,du,distillateur,r_product_of
anisette,du,liquoriste,r_product_of
chartreuse,du,liquoriste,r_product_of
bénédictine,du,liquoriste,r_product_of
cointreau,du,liquoriste,r_product_of
curaçao,du,liquoriste,r_product_of
kirsch,du,distillateur,r_product_of
mirabelle,du,distillateur,r_product_of
quetsche,du,distillateur,r_product_of
poire,du,distillateur,r_product_of
framboise,du,distillateur,r_product_of
cassis,du,liquoriste,r_product_of
crème,du,liquoriste,r_product_of
sirop,du,siropier,r_product_of
limonade,du,limonadier,r_product_of
orangeade,du,fabricant,r_product_of
citronnade,du,fabricant,r_product_of
grenadine,du,fabricant,r_product_of
menthe,du,fabricant,r_product_of
orgeat,du,fabricant,r_product_of
café,du,torréfacteur,r_product_of
thé,du,planteur,r_product_of
infusion,de l',herboriste,r_product_of
tisane,de l',herboriste,r_product_of
décoction,de l',herboriste,r_product_of
chocolat,du,cacaoyer,r_product_of
cacao,du,cacaoyer,r_product_of
fève,du,cacaoyer,r_product_of
cabosse,du,cacaoyer,r_product_of
poudre,du,cacaoyer,r_product_of
beurre,du,cacaoyer,r_product_of
vanille,du,vanillier,r_product_of
gousse,du,vanillier,r_product_of
cannelle,du,cannelier,r_product_of
écorce,du,cannelier,r_product_of
poivre,du,poivrier,r_product_of
grain,du,poivrier,r_product_of
piment,du,pimentier,r_product_of
muscade,du,muscadier,r_product_of
noix,du,muscadier,r_product_of
macis,du,muscadier,r_product_of
girofle,du,giroflier,r_product_of
clou,du,giroflier,r_product_of
safran,du,crocus,r_product_of
pistil,du,crocus,r_product_of
anis,de l',anis,r_product_of
badiane,du,badianier,r_product_of
cardamome,du,cardamomier,r_product_of
gingembre,du,gingembre,r_product_of
curcuma,du,curcuma,r_product_of
curry,du,fabricant,r_product_of
paprika,du,fabricant,r_product_of
poudre,du,fabricant,r_product_of
mélange,du,fabricant,r_product_of
condiment,du,fabricant,r_product_of
épice,du,fabricant,r_product_of
aromate,du,fabricant,r_product_of
sel,de la,mer,r_product_of
sel,du,marais,r_product_of
sel,de la,mine,r_product_of
fleur,du,marais,r_product_of
gros,du,marais,r_product_of
moutarde,du,moutardier,r_product_of
vinaigre,du,vinaigrier,r_product_of
cornichon,du,vinaigrier,r_product_of
câpre,du,saumurier,r_product_of
olive,du,confiseur,r_product_of
anchois,du,saumurier,r_product_of
hareng,du,saumurier,r_product_of
fumé,du,fumeur,r_product_of
saumon,du,fumeur,r_product_of
truite,du,fumeur,r_product_of
maquereau,du,fumeur,r_product_of
anguille,du,fumeur,r_product_of
morue,du,saumurier,r_product_of
stockfish,du,sécheur,r_product_of
merluche,du,sécheur,r_product_of
poutargue,du,fabricant,r_product_of
œufs,du,fabricant,r_product_of
caviar,du,fabricant,r_product_of
tarama,du,fabricant,r_product_of
brandade,du,fabricant,r_product_of
rillettes,du,fabricant,r_product_of
terrine,du,charcutier,r_product_of
foie,du,producteur,r_product_of
foie-gras,du,producteur,r_product_of
confit,du,producteur,r_product_of
rillettes,du,producteur,r_product_of
graisse,de l',oie,r_product_of
graisse,du,canard,r_product_of
saindoux,du,porc,r_product_of
lard,du,porc,r_product_of
boudin,du,porc,r_product_of
couenne,du,porc,r_product_of
jambon,du,porc,r_product_of
peau,du,porc,r_product_of
cuir,du,porc,r_product_of
parchemin,du,mouton,r_product_of
vélin,du,veau,r_product_of
papier,du,papetier,r_product_of
carton,du,cartonnier,r_product_of
papyrus,du,papyrus,r_product_of
feuille,du,papyrus,r_product_of
tige,du,papyrus,r_product_of
fibres,du,papyrus,r_product_of
pâte,du,papetier,r_product_of
pulpe,du,papetier,r_product_of
cellulose,du,papetier,r_product_of
lignine,du,papetier,r_product_of
fibre,du,papetier,r_product_of
chiffon,du,chiffonnier,r_product_of
loque,du,chiffonnier,r_product_of
haillon,du,chiffonnier,r_product_of
torchon,du,tisserand,r_product_of
serviette,du,tisserand,r_product_of
nappe,du,tisserand,r_product_of
drap,du,tisserand,r_product_of
toile,du,tisserand,r_product_of
tissu,du,tisserand,r_product_of
étoffe,du,tisserand,r_product_of
textile,du,tisserand,r_product_of
fil,du,fileur,r_product_of
fil,de la,fileuse,r_product_of
écheveaux,de la,fileuse,r_product_of
bobine,de la,fileuse,r_product_of
fuseau,de la,fileuse,r_product_of
quenouille,de la,fileuse,r_product_of
filature,du,filateur,r_product_of
tissage,du,tisserand,r_product_of
trame,du,tisserand,r_product_of
chaîne,du,tisserand,r_product_of
armure,du,tisserand,r_product_of
sergé,du,tisserand,r_product_of
satin,du,tisserand,r_product_of
taffetas,du,tisserand,r_product_of
velours,du,tisserand,r_product_of
peluche,du,tisserand,r_product_of
velours,du,veloutier,r_product_of
brocart,du,tisserand,r_product_of
damas,du,tisserand,r_product_of
lampas,du,tisserand,r_product_of
moire,du,tisserand,r_product_of
faille,du,tisserand,r_product_of
ottoman,du,tisserand,r_product_of
gros-grain,du,tisserand,r_product_of
toile,du,toilier,r_product_of
coutil,du,toilier,r_product_of
basin,du,toilier,r_product_of
futaine,du,tisserand,r_product_of
batiste,du,tisserand,r_product_of
linon,du,tisserand,r_product_of
mousseline,du,tisserand,r_product_of
organdi,du,tisserand,r_product_of
percale,du,tisserand,r_product_of
calicot,du,tisserand,r_product_of
madras,du,tisserand,r_product_of
vichy,du,tisserand,r_product_of
indienne,du,tisserand,r_product_of
cretonne,du,tisserand,r_product_of
chintz,du,tisserand,r_product_of
piqué,du,tisserand,r_product_of
jersey,du,bonnetier,r_product_of
tricot,du,bonnetier,r_product_of
maille,du,bonnetier,r_product_of
bonneterie,du,bonnetier,r_product_of
chaussette,du,bonnetier,r_product_of
bas,du,bonnetier,r_product_of
collant,du,bonnetier,r_product_of
caleçon,du,bonnetier,r_product_of
culotte,du,bonnetier,r_product_of
pantalon,du,bonnetier,r_product_of
gilet,du,bonnetier,r_product_of
maillot,du,bonnetier,r_product_of
chandail,du,bonnetier,r_product_of
pull,du,bonnetier,r_product_of
cardigan,du,tricoteur,r_product_of
cache-nez,du,tricoteur,r_product_of
écharpe,du,tricoteur,r_product_of
châle,du,tricoteur,r_product_of
foulard,du,fabricant,r_product_of
fichu,du,fabricant,r_product_of
guimpe,du,fabricant,r_product_of
voile,du,voilier,r_product_of
mantille,du,fabricant,r_product_of
coiffe,du,fabricant,r_product_of
bonnet,du,bonnetier,r_product_of
béret,du,béretier,r_product_of
toque,du,fabricant,r_product_of
turban,du,fabricant,r_product_of
fez,du,fabricant,r_product_of
chéchia,du,fabricant,r_product_of
calot,du,fabricant,r_product_of
calotte,du,fabricant,r_product_of
barrette,du,fabricant,r_product_of
bandeau,du,fabricant,r_product_of
serre-tête,du,fabricant,r_product_of
couronne,de l',orfèvre,r_product_of
diadème,de l',orfèvre,r_product_of
tiare,de l',orfèvre,r_product_of
mitre,du,brodeur,r_product_of
camail,du,tisserand,r_product_of
chape,du,tisserand,r_product_of
chasuble,du,tisserand,r_product_of
dalmatique,du,tisserand,r_product_of
aube,du,tisserand,r_product_of
soutane,du,tailleur,r_product_of
froc,du,tailleur,r_product_of
bure,du,tisserand,r_product_of
coule,du,tisserand,r_product_of
scapulaire,du,tisserand,r_product_of
tunique,du,tailleur,r_product_of
robe,du,couturier,r_product_of
jupe,de la,couturière,r_product_of
corsage,de la,couturière,r_product_of
blouse,de la,couturière,r_product_of
chemisier,de la,couturière,r_product_of
camisole,de la,couturière,r_product_of
justaucorps,du,tailleur,r_product_of
pourpoint,du,tailleur,r_product_of
gilet,du,giletier,r_product_of
veste,du,tailleur,r_product_of
veston,du,tailleur,r_product_of
habit,du,tailleur,r_product_of
frac,du,tailleur,r_product_of
jaquette,du,tailleur,r_product_of
redingote,du,tailleur,r_product_of
paletot,du,tailleur,r_product_of
pardessus,du,tailleur,r_product_of
manteau,du,manteauier,r_product_of
pelisse,du,fourreur,r_product_of
casaque,du,tailleur,r_product_of
vareuse,du,tailleur,r_product_of
caban,du,tailleur,r_product_of
ciré,du,fabricant,r_product_of
imperméable,du,fabricant,r_product_of
trench,du,fabricant,r_product_of
gabardine,du,tailleur,r_product_of
loden,du,tailleur,r_product_of
duffle-coat,du,tailleur,r_product_of
anorak,du,fabricant,r_product_of
parka,du,fabricant,r_product_of
blouson,du,fabricant,r_product_of
veste,du,fabricant,r_product_of
doudoune,du,fabricant,r_product_of
cape,du,tailleur,r_product_of
pèlerine,du,tailleur,r_product_of
poncho,du,fabricant,r_product_of
burnous,du,tisserand,r_product_of
djellaba,du,tisserand,r_product_of
caftan,du,tisserand,r_product_of
kimono,du,tisserand,r_product_of
sari,du,tisserand,r_product_of
sarong,du,tisserand,r_product_of
paréo,du,tisserand,r_product_of
pagne,du,tisserand,r_product_of
toge,du,tisserand,r_product_of
tunique,du,tisserand,r_product_of
chiton,du,tisserand,r_product_of
himation,du,tisserand,r_product_of
tablier,du,fabricant,r_product_of
sarrau,du,fabricant,r_product_of
blouse,du,fabricant,r_product_of
bleu,du,fabricant,r_product_of
salopette,du,fabricant,r_product_of
combinaison,du,fabricant,r_product_of
A,determinant,B,r_product_of
pantalon,du,tailleur,r_product_of
culotte,du,culottier,r_product_of
short,du,tailleur,r_product_of
bermuda,du,tailleur,r_product_of
jean,du,fabricant,r_product_of
fuseau,du,tailleur,r_product_of
guêtre,du,guêtrier,r_product_of
jambière,du,fabricant,r_product_of
bas,du,fabricant,r_product_of
chaussette,du,fabricant,r_product_of
socquette,du,fabricant,r_product_of
mi-bas,du,fabricant,r_product_of
jarretière,du,fabricant,r_product_of
jarretelle,du,fabricant,r_product_of
porte-jarretelles,du,fabricant,r_product_of
corset,du,corsetier,r_product_of
bustier,du,corsetier,r_product_of
guêpière,du,corsetier,r_product_of
soutien-gorge,du,lingère,r_product_of
brassière,de la,lingère,r_product_of
combinaison,de la,lingère,r_product_of
jupon,de la,lingère,r_product_of
cotillon,de la,lingère,r_product_of
crinoline,de la,lingère,r_product_of
vertugadin,de la,lingère,r_product_of
panier,de la,lingère,r_product_of
tournure,de la,lingère,r_product_of
corsage,de la,modiste,r_product_of
caraco,de la,couturière,r_product_of
cache-corset,de la,lingère,r_product_of
déshabillé,de la,lingère,r_product_of
négligé,de la,lingère,r_product_of
peignoir,de la,lingère,r_product_of
robe-de-chambre,de la,lingère,r_product_of
kimono,de la,couturière,r_product_of
nuisette,de la,lingère,r_product_of
chemise-de-nuit,de la,lingère,r_product_of
liquette,de la,lingère,r_product_of
chemise,du,chemisier,r_product_of
caleçon,du,caleçonnier,r_product_of
caleçon,du,fabricant,r_product_of
slip,du,fabricant,r_product_of
boxer,du,fabricant,r_product_of
string,du,fabricant,r_product_of
culotte,du,fabricant,r_product_of
shorty,du,fabricant,r_product_of
tanga,du,fabricant,r_product_of
maillot,du,maillotier,r_product_of
bikini,du,maillotier,r_product_of
monokini,du,maillotier,r_product_of
maillot-de-bain,du,maillotier,r_product_of
slip-de-bain,du,maillotier,r_product_of
short-de-bain,du,maillotier,r_product_of
combinaison,du,fabricant,r_product_of
bonnet,du,fabricant,r_product_of
lunettes,du,lunetier,r_product_of
lorgnon,du,lunetier,r_product_of
monocle,du,lunetier,r_product_of
binocle,du,lunetier,r_product_of
besicles,du,lunetier,r_product_of
pince-nez,du,lunetier,r_product_of
face-à-main,du,lunetier,r_product_of
jumelles,de l',opticien,r_product_of
longue-vue,de l',opticien,r_product_of
télescope,de l',opticien,r_product_of
microscope,de l',opticien,r_product_of
loupe,de l',opticien,r_product_of
lentille,de l',opticien,r_product_of
verre,de l',opticien,r_product_of
monture,du,lunetier,r_product_of
ombrelle,du,fabricant,r_product_of
parasol,du,fabricant,r_product_of
parapluie,du,parapluieur,r_product_of
pépin,du,parapluieur,r_product_of
riflard,du,parapluieur,r_product_of
en-cas,du,parapluieur,r_product_of
canne,du,cannier,r_product_of
badine,du,cannier,r_product_of
jonc,du,cannier,r_product_of
stick,du,cannier,r_product_of
bâton,du,bâtonnier,r_product_of
houlette,du,fabricant,r_product_of
crosse,du,fabricant,r_product_of
sceptre,de l',orfèvre,r_product_of
baguette,du,fabricant,r_product_of
verge,du,fabricant,r_product_of
férule,du,fabricant,r_product_of
houssine,du,fabricant,r_product_of
martinet,du,fabricant,r_product_of
fouet,du,bourrelier,r_product_of
cravache,du,sellier,r_product_of
chambrière,du,sellier,r_product_of
bride,du,bridier,r_product_of
licol,du,bridier,r_product_of
mors,du,bridier,r_product_of
étrier,du,sellier,r_product_of
étrille,du,fabricant,r_product_of
brosse,du,brossier,r_product_of
étrille,du,brossier,r_product_of
peigne,du,peignier,r_product_of
démêloir,du,peignier,r_product_of
râteau,du,peignier,r_product_of
carde,du,cardeur,r_product_of
cardère,du,cardeur,r_product_of
bâti,du,bâtisseur,r_product_of
broderie,du,brodeur,r_product_of
tapisserie,de la,tapissière,r_product_of
canevas,de la,tapissière,r_product_of
point,de la,brodeuse,r_product_of
plumetis,de la,brodeuse,r_product_of
jours,de la,brodeuse,r_product_of
application,de la,brodeuse,r_product_of
incrustation,de la,brodeuse,r_product_of
appliqué,de la,brodeuse,r_product_of
guipure,de la,dentellière,r_product_of
macramé,de la,dentellière,r_product_of
frivolité,de la,dentellière,r_product_of
crochet,de la,crocheteuse,r_product_of
lacet,de la,dentellière,r_product_of
passement,du,passementier,r_product_of
galon,du,passementier,r_product_of
tresse,du,passementier,r_product_of
