A,determinant,B,type_relation
mont,du,Chimborazo,r_lieu
mont,du,Vinson,r_lieu
mont,du,Wilhelm,r_lieu
mont,du,Kosciuszko,r_lieu
mont,du,Cook,r_lieu
volcan,de,l'Etna,r_lieu
volcan,du,Vésuve,r_lieu
volcan,du,Stromboli,r_lieu
volcan,du,Vulcain,r_lieu
volcan,de,l'Hekla,r_lieu
volcan,du,Katla,r_lieu
volcan,du,Fuji,r_lieu
volcan,du,Merapi,r_lieu
volcan,du,Krakatoa,r_lieu
volcan,du,Tambora,r_lieu
volcan,du,Pinatubo,r_lieu
volcan,du,Mayon,r_lieu
volcan,du,Taal,r_lieu
volcan,du,Semeru,r_lieu
volcan,du,Bromo,r_lieu
volcan,du,Rinjani,r_lieu
volcan,du,Soputan,r_lieu
volcan,du,Gamalama,r_lieu
volcan,du,Dukono,r_lieu
volcan,du,Bagana,r_lieu
volcan,du,Ulawun,r_lieu
volcan,du,Yasur,r_lieu
volcan,du,Ruapehu,r_lieu
volcan,du,Tongariro,r_lieu
volcan,du,Ngauruhoe,r_lieu
volcan,du,White-Island,r_lieu
volcan,du,Kilauea,r_lieu
volcan,du,Mauna-Loa,r_lieu
volcan,du,Mauna-Kea,r_lieu
volcan,du,Hualalai,r_lieu
volcan,du,Haleakala,r_lieu
volcan,du,Rainier,r_lieu
volcan,du,Saint-Helens,r_lieu
volcan,du,Hood,r_lieu
volcan,du,Shasta,r_lieu
volcan,du,Lassen,r_lieu
volcan,du,Colima,r_lieu
volcan,du,Fuego,r_lieu
volcan,du,Santa-Maria,r_lieu
volcan,du,Izalco,r_lieu
volcan,du,Arenal,r_lieu
volcan,du,Irazu,r_lieu
volcan,du,Poas,r_lieu
volcan,du,Turrialba,r_lieu
volcan,du,Reventador,r_lieu
volcan,du,Sangay,r_lieu
volcan,du,Cotopaxi,r_lieu
volcan,du,Tungurahua,r_lieu
volcan,du,Guagua-Pichincha,r_lieu
volcan,du,Sabancaya,r_lieu
volcan,du,Ubinas,r_lieu
volcan,du,Villarrica,r_lieu
volcan,du,Llaima,r_lieu
volcan,du,Copahue,r_lieu
volcan,du,Planchon-Peteroa,r_lieu
volcan,du,Nevados-de-Chillan,r_lieu
volcan,du,Puyehue-Cordon-Caulle,r_lieu
volcan,du,Osorno,r_lieu
volcan,du,Calbuco,r_lieu
volcan,du,Hudson,r_lieu
volcan,du,Erebus,r_lieu
volcan,du,Terror,r_lieu
volcan,du,Melbourne,r_lieu
volcan,du,Sidley,r_lieu
desert,du,Sahara,r_lieu
desert,du,Sahel,r_lieu
desert,du,Namib,r_lieu
desert,du,Kalahari,r_lieu
desert,du,Danakil,r_lieu
desert,du,Chalbi,r_lieu
desert,du,Nyiri,r_lieu
desert,du,Lompoul,r_lieu
desert,de,l'Arabie,r_lieu
desert,du,Néguev,r_lieu
desert,du,Syrie,r_lieu
desert,du,Thar,r_lieu
desert,du,Lut,r_lieu
desert,de,Kavir,r_lieu
desert,du,Karakoum,r_lieu
desert,du,Kyzylkoum,r_lieu
desert,du,Taklamakan,r_lieu
desert,de,Gobi,r_lieu
desert,d',Ordos,r_lieu
desert,du,Cholistan,r_lieu
desert,du,Registan,r_lieu
desert,du,Margo,r_lieu
desert,du,Gibson,r_lieu
desert,de,Simpson,r_lieu
desert,de,Victoria,r_lieu
desert,de,Tanami,r_lieu
desert,de,Sturt,r_lieu
desert,de,Pedirka,r_lieu
desert,de,Tirari,r_lieu
desert,du,Grand-Lac-Salé,r_lieu
desert,de,Mojave,r_lieu
desert,de,Sonora,r_lieu
desert,de,Chihuahua,r_lieu
desert,de,Sechura,r_lieu
desert,d',Atacama,r_lieu
desert,de,Patagonie,r_lieu
foret,de,l'Amazonie,r_lieu
foret,du,Congo,r_lieu
foret,de,Bornéo,r_lieu
foret,de,Sumatra,r_lieu
foret,de,Guinée,r_lieu
foret,de,Madagascar,r_lieu
foret,de,Sibérie,r_lieu
foret,du,Canada,r_lieu
foret,de,Scandinavie,r_lieu
foret,de,l'Europe,r_lieu
foret,de,France,r_lieu
foret,d',Allemagne,r_lieu
foret,de,Pologne,r_lieu
foret,des,Landes,r_lieu
foret,de,Fontainebleau,r_lieu
foret,de,Compiègne,r_lieu
foret,de,Rambouillet,r_lieu
foret,de,Chantilly,r_lieu
foret,de,Sénart,r_lieu
foret,de,Meudon,r_lieu
foret,de,Verrières,r_lieu
foret,de,Marly,r_lieu
foret,de,Saint-Germain,r_lieu
foret,de,Montmorency,r_lieu
foret,de,Bondy,r_lieu
foret,de,l'Isle-Adam,r_lieu
foret,de,Carnelle,r_lieu
foret,de,Rosny,r_lieu
foret,de,Moisson,r_lieu
foret,de,Dreux,r_lieu
foret,de,Bizy,r_lieu
foret,de,Bord,r_lieu
foret,de,Lyon,r_lieu
foret,d',Ecouves,r_lieu
foret,de,Bourse,r_lieu
foret,de,Perseigne,r_lieu
foret,de,Sillé,r_lieu
foret,de,Paimpont,r_lieu
foret,de,Brocéliande,r_lieu
foret,du,Gâvre,r_lieu
foret,de,Chizé,r_lieu
foret,de,Moulière,r_lieu
foret,de,Braconne,r_lieu
foret,de,Grésigne,r_lieu
foret,de,Sivens,r_lieu
foret,de,Bouconne,r_lieu
foret,d',Ermenonville,r_lieu
