A,determinant,B,type_relation
moulin,du,meunier,r_own-1
four,du,boulanger,r_own-1
enclume,du,maréchal,r_own-1
écurie,du,palefrenier,r_own-1
garage,du,mécanicien,r_own-1
atelier,d',artiste,r_own-1
logis,du,habitant,r_own-1
maison,du,propriétaire,r_own-1
villa,du,riche,r_own-1
palais,du,prince,r_own-1
tente,du,nomade,r_own-1
hutte,du,sauvage,r_own-1
igloo,d',esquimau,r_own-1
yourte,du,mongol,r_own-1
cabane,du,pêcheur,r_own-1
refuge,du,alpiniste,r_own-1
chalet,du,montagnard,r_own-1
appartement,du,locataire,r_own-1
chambre,d',enfant,r_own-1
berceau,du,nourrisson,r_own-1
lit,du,dormeur,r_own-1
fauteuil,du,vieillard,r_own-1
chaise,du,convive,r_own-1
table,du,hôte,r_own-1
buffet,de,famille,r_own-1
armoire,de,grand-mère,r_own-1
commode,de,tante,r_own-1
coffre,du,avare,r_own-1
bourse,du,marchand,r_own-1
portefeuille,du,client,r_own-1
monnaie,du,passant,r_own-1
bijou,de,femme,r_own-1
bague,d',épouse,r_own-1
collier,de,fiancée,r_own-1
montre,du,homme,r_own-1
lunettes,du,savant,r_own-1
canne,du,marcheur,r_own-1
parapluie,du,piéton,r_own-1
chapeau,du,monsieur,r_own-1
casquette,du,gamin,r_own-1
bonnet,d',enfant,r_own-1
gant,de,dame,r_own-1
écharpe,de,fille,r_own-1
manteau,du,voyageur,r_own-1
veste,du,garçon,r_own-1
pantalon,du,homme,r_own-1
chemise,du,mari,r_own-1
chaussure,du,marcheur,r_own-1
botte,du,cavalier,r_own-1
sabot,du,paysan,r_own-1
sandale,du,pèlerin,r_own-1
escarpin,d',actrice,r_own-1
voiture,du,conducteur,r_own-1
camion,du,routier,r_own-1
moto,du,motard,r_own-1
bateau,du,plaisancier,r_own-1
navire,du,capitaine,r_own-1
barque,de,pêcheur,r_own-1
voilier,du,skipper,r_own-1
avion,du,pilote,r_own-1
planeur,du,aviateur,r_own-1
fusée,d',astronaute,r_own-1
char,du,guerrier,r_own-1
bouclier,du,soldat,r_own-1
heaume,du,chevalier,r_own-1
cuirasse,du,gendarme,r_own-1
fourreau,d',épée,r_own-1
baïonnette,du,fusilier,r_own-1
pistolet,du,bandit,r_own-1
revolver,du,cowboy,r_own-1
lasso,du,gardian,r_own-1
filet,du,gladiateur,r_own-1
trident,d',empereur,r_own-1
diadème,de,reine,r_own-1
parure,d',altesse,r_own-1
joyau,du,trésor,r_own-1
argent,du,banquier,r_own-1
or,d',alchimiste,r_own-1
pierre,de,philosophe,r_own-1
potion,du,sorcier,r_own-1
balai,de,sorcière,r_own-1
baguette,de,fée,r_own-1
grimoire,du,mage,r_own-1
boule,de,voyante,r_own-1
tapis,du,calife,r_own-1
lampe,du,génie,r_own-1
guitare,du,troubadour,r_own-1
harpe,du,bard,r_own-1
luth,du,ménestrel,r_own-1
orgue,d',église,r_own-1
cloche,du,clocher,r_own-1
autel,du,temple,r_own-1
calice,du,prêtre,r_own-1
hostie,du,fidèle,r_own-1
chapelet,du,dévot,r_own-1
tapis,de,prière,r_own-1
coran,du,musulman,r_own-1
bible,du,chrétien,r_own-1
torah,du,juif,r_own-1
temple,du,bouddhiste,r_own-1
pagode,d',asie,r_own-1
mosquée,d',orient,r_own-1
cathédrale,d',europe,r_own-1
synagogue,d',israël,r_own-1
jardin,du,particulier,r_own-1
parc,du,châtelain,r_own-1
champ,de,paysan,r_own-1
vigne,du,vigneron,r_own-1
verger,du,arboriculteur,r_own-1
potager,du,jardinier,r_own-1
serre,du,fleuriste,r_own-1
étable,du,fermier,r_own-1
porcherie,du,éleveur,r_own-1
poulailler,de,fermière,r_own-1
clapier,du,éleveur,r_own-1
chenil,du,maître,r_own-1
volière,d',oiseleur,r_own-1
aquarium,du,amateur,r_own-1
vivarium,du,curieux,r_own-1
musée,du,conservateur,r_own-1
bibliothèque,du,érudit,r_own-1
laboratoire,du,savant,r_own-1
observatoire,d',astronome,r_own-1
usine,du,industriel,r_own-1
mine,du,concessionnaire,r_own-1
banque,du,financier,r_own-1
magasin,du,commerçant,r_own-1
boutique,d',artisan,r_own-1
étalage,du,vendeur,r_own-1
comptoir,du,cafetier,r_own-1
bureau,du,employé,r_own-1
chaise,du,secrétaire,r_own-1
ordinateur,d',informaticien,r_own-1
clavier,d',écrivain,r_own-1
stylo,du,étudiant,r_own-1
cahier,d',écolier,r_own-1
copie,d',élève,r_own-1
diplôme,du,lauréat,r_own-1
médaille,du,vainqueur,r_own-1
trophée,du,champion,r_own-1
coupe,du,gagnant,r_own-1
podium,du,athlète,r_own-1
maillot,du,coureur,r_own-1
chaussure,de,footballeur,r_own-1
raquette,de,tennisman,r_own-1
ballon,du,joueur,r_own-1
puck,du,hockeyeur,r_own-1
skis,du,skieur,r_own-1
planche,de,surfeur,r_own-1
voile,du,planchiste,r_own-1
corde,d',alpiniste,r_own-1
piolet,du,grimpeur,r_own-1
sac,de,randonneur,r_own-1
gourde,du,marcheur,r_own-1
boussole,du,guide,r_own-1
carte,du,voyageur,r_own-1
passeport,du,étranger,r_own-1
billet,du,passager,r_own-1
valise,du,touriste,r_own-1
malle,du,émigrant,r_own-1
fardeau,du,porteur,r_own-1
panier,de,ménagère,r_own-1
cabas,de,femme,r_own-1
bourse,de,dame,r_own-1
portefeuille,du,père,r_own-1
carnet,de,mère,r_own-1
agenda,du,cadre,r_own-1
montre,d',homme,r_own-1
réveil,du,dormeur,r_own-1
miroir,de,beauté,r_own-1
peigne,de,coiffeur,r_own-1
rasoir,du,barbier,r_own-1
savon,du,baigneur,r_own-1
serviette,de,douche,r_own-1
peignoir,du,nageur,r_own-1
maillot,de,bain,r_own-1
lunettes,de,soleil,r_own-1
crème,de,plage,r_own-1
parasol,du,estivant,r_own-1
transat,du,touriste,r_own-1
bouée,d',enfant,r_own-1
cerf-volant,de,garçon,r_own-1
ballon,de,fillette,r_own-1
poupée,d',enfant,r_own-1
ours,de,peluche,r_own-1
jouet,de,bambin,r_own-1
berceau,de,bébé,r_own-1
landau,de,nourrice,r_own-1
poussette,de,mère,r_own-1
biberon,du,petit,r_own-1
hochet,du,nourrisson,r_own-1
sucette,d',enfant,r_own-1
couche,de,bébé,r_own-1
pyjama,de,garçon,r_own-1
chausson,de,bébé,r_own-1
mouchoir,du,malade,r_own-1
lunettes,de,vue,r_own-1
canne,d',aveugle,r_own-1
fauteuil,d',handicapé,r_own-1
prothèse,d',estropié,r_own-1
dentier,du,vieillard,r_own-1
appareil,d',auditif,r_own-1
tensiomètre,d',infirmière,r_own-1
seringue,de,médecin,r_own-1
brancard,d',ambulancier,r_own-1
lit,d',hôpital,r_own-1
médicament,de,malade,r_own-1
ordonnance,de,patient,r_own-1
archive,d',historien,r_own-1
fossile,d',archéologue,r_own-1
télescope,d',astronome,r_own-1
microscope,de,biologiste,r_own-1
éprouvette,de,chimiste,r_own-1
formule,de,mathématicien,r_own-1
théorie,de,physicien,r_own-1
code,de,programmeur,r_own-1
site,d',internaute,r_own-1
blog,d',influenceur,r_own-1
profil,d',utilisateur,r_own-1
mot,de,passe,r_own-1
clef,de,propriétaire,r_own-1
serrure,de,porte,r_own-1
verrou,de,prison,r_own-1
chaîne,d',esclave,r_own-1
carcan,de,prisonnier,r_own-1
échafaud,de,condamné,r_own-1
potence,de,bandit,r_own-1
hache,de,bourreau,r_own-1
fouet,de,tortionnaire,r_own-1
armure,de,guerrier,r_own-1
bouclier,de,défenseur,r_own-1
casque,de,pilote,r_own-1
parachute,de,sauteur,r_own-1
hélice,d',avion,r_own-1
gouvernail,de,navire,r_own-1
ancre,de,bateau,r_own-1
mât,de,voilier,r_own-1
voile,d',esquif,r_own-1
rame,de,galérien,r_own-1
pagaie,de,canoéiste,r_own-1
moteur,de,voiture,r_own-1
volant,de,conducteur,r_own-1
frein,de,véhicule,r_own-1
pneu,de,roue,r_own-1
selle,de,vélo,r_own-1
guidon,de,cycliste,r_own-1
pédale,de,coureur,r_own-1
chaîne,de,bicyclette,r_own-1
pompe,de,cycliste,r_own-1
rustine,de,réparateur,r_own-1
établi,de,bricoleur,r_own-1
étau,d',ouvrier,r_own-1
rabot,d',ébéniste,r_own-1
scie,de,menuisier,r_own-1
ciseau,de,charpentier,r_own-1
perceuse,d',artisan,r_own-1
vis,de,montage,r_own-1
écrou,de,mécanicien,r_own-1
boulon,d',ajusteur,r_own-1
clou,de,menuisier,r_own-1
marteau,de,forgeron,r_own-1
enclume,de,taillandier,r_own-1
soufflet,de,forge,r_own-1
pelle,de,jardinier,r_own-1
pioche,de,terrassier,r_own-1
râteau,de,cultivateur,r_own-1
arrosoir,de,jardinier,r_own-1
faucille,de,paysan,r_own-1
faux,de,faucheur,r_own-1
charrue,de,laboureur,r_own-1
tracteur,d',agriculteur,r_own-1
moissonneuse,de,fermier,r_own-1
silage,d',éleveur,r_own-1
grange,de,campagnard,r_own-1
étable,de,vacher,r_own-1
porcherie,d',éleveur,r_own-1
poulailler,de,fermière,r_own-1
cage,de,lapin,r_own-1
niche,de,chien,r_own-1
panier,de,chat,r_own-1
litière,d',animal,r_own-1
écuelle,de,toutou,r_own-1
laisse,de,maître,r_own-1
muselière,de,chien,r_own-1
harnais,de,cheval,r_own-1
selle,d',écuyer,r_own-1
étrier,de,jockey,r_own-1
mors,de,monture,r_own-1
cravache,de,cavalier,r_own-1
éperon,de,cavalier,r_own-1
licol,d',âne,r_own-1
rêne,de,postillon,r_own-1
fouet,de,charretier,r_own-1
charrette,de,paysan,r_own-1
carrosse,de,roi,r_own-1
berline,de,noble,r_own-1
fiacre,de,cocher,r_own-1
taxi,de,chauffeur,r_own-1
billet,de,voyageur,r_own-1
ticket,de,passager,r_own-1
monnaie,de,client,r_own-1
portefeuille,d',homme,r_own-1
bourse,de,femme,r_own-1
sac,de,dame,r_own-1
bijou,de,femme,r_own-1
bague,d',épouse,r_own-1
collier,de,fiancée,r_own-1
montre,d',homme,r_own-1
bouton,de,manchette,r_own-1
épingle,de,cravate,r_own-1
ceinture,de,pantalon,r_own-1
bretelles,d',homme,r_own-1
chapeau,de,monsieur,r_own-1
casquette,d',enfant,r_own-1
bonnet,de,bébé,r_own-1
écharpe,de,femme,r_own-1
gant,de,dame,r_own-1
manteau,d',hiver,r_own-1
veste,d',homme,r_own-1
chemise,de,garçon,r_own-1
pantalon,de,travailleur,r_own-1
chaussette,d',enfant,r_own-1
chaussure,de,femme,r_own-1
botte,de,soldat,r_own-1
soulier,d',enfant,r_own-1
pantoufle,de,grand-père,r_own-1
savate,de,pauvre,r_own-1
haillon,de,mendiant,r_own-1
besace,de,pèlerin,r_own-1
bâton,de,voyageur,r_own-1
gourde,de,marcheur,r_own-1
sac,de,dos,r_own-1
tente,de,campeur,r_own-1
duvet,de,dormeur,r_own-1
lampe,de,poche,r_own-1
pile,de,torche,r_own-1
allumette,de,fumeur,r_own-1
briquet,d',homme,r_own-1
pipe,de,vieillard,r_own-1
tabac,de,fumeur,r_own-1
cigare,de,riche,r_own-1
cendrier,de,salon,r_own-1
verre,de,buveur,r_own-1
tasse,de,buveur,r_own-1
assiette,de,convive,r_own-1
couvert,de,table,r_own-1
fourchette,d',invité,r_own-1
couteau,de,boucher,r_own-1
cuillère,d',enfant,r_own-1
bol,de,déjeuner,r_own-1
soupière,de,mère,r_own-1
plat,de,cuisinier,r_own-1
poêle,de,cuisinière,r_own-1
casserole,de,chef,r_own-1
marmite,de,femme,r_own-1
louche,de,serveuse,r_own-1
plateau,de,garçon,r_own-1
serviette,de,table,r_own-1
nappe,de,maison,r_own-1
rideau,de,fenêtre,r_own-1
tapis,de,sol,r_own-1
fauteuil,de,salon,r_own-1
canapé,de,famille,r_own-1
table,de,salle,r_own-1
chaise,de,bureau,r_own-1
armoire,de,chambre,r_own-1
lit,de,couchage,r_own-1
oreiller,de,dormeur,r_own-1
drap,de,lit,r_own-1
couverture,d',hiver,r_own-1
édredon,de,lit,r_own-1
armoire,de,vêtements,r_own-1
penderie,de,femme,r_own-1
miroir,de,salle,r_own-1
lavabo,de,toilettes,r_own-1
baignoire,d',eau,r_own-1
douche,de,bain,r_own-1
savon,de,toilette,r_own-1
brosse,de,dents,r_own-1
peigne,de,cheveux,r_own-1
rasoir,d',homme,r_own-1
parfum,de,femme,r_own-1
maquillage,d',actrice,r_own-1
bijou,de,dame,r_own-1
écrin,de,bijoutier,r_own-1
coffre,de,trésor,r_own-1
argent,de,riche,r_own-1
épargne,d',économe,r_own-1
bourse,de,bourgeois,r_own-1
banque,de,banquier,r_own-1
action,d',actionnaire,r_own-1
titre,de,propriété,r_own-1
contrat,de,notaire,r_own-1
dossier,d',avocat,r_own-1
loi,de,juge,r_own-1
verdict,de,tribunal,r_own-1
peine,de,condamné,r_own-1
cellule,de,détenu,r_own-1
prison,de,garde,r_own-1
chaîne,d',esclave,r_own-1
liberté,d',homme,r_own-1
droit,de,citoyen,r_own-1
vote,d',électeur,r_own-1
urne,de,bureau,r_own-1
bulletin,de,vote,r_own-1
mandat,d',élu,r_own-1
maire,de,ville,r_own-1
député,de,nation,r_own-1
ministre,d',état,r_own-1
président,de,république,r_own-1
reine,de,pays,r_own-1
prince,de,palais,r_own-1
duc,de,fief,r_own-1
comte,de,comté,r_own-1
marquis,de,marquisat,r_own-1
baron,de,baronnie,r_own-1
chevalier,d',ordre,r_own-1
écuyer,de,noble,r_own-1
vassal,de,suzerain,r_own-1
sujet,de,souverain,r_own-1
peuple,de,nation,r_own-1
pays,d',habitant,r_own-1
maison,de,famille,r_own-1
villa,de,riche,r_own-1
chalet,de,montagnard,r_own-1
bungalow,de,touriste,r_own-1
tente,de,nomade,r_own-1
caravane,de,voyageur,r_own-1
bateau,de,marin,r_own-1
navire,de,capitaine,r_own-1
avion,de,pilote,r_own-1
voiture,d',automobiliste,r_own-1
moto,de,motard,r_own-1
cheval,de,cavalier,r_own-1
chien,de,maître,r_own-1
chat,de,propriétaire,r_own-1
oiseau,d',oiseleur,r_own-1
poisson,d',aquariophile,r_own-1
animal,d',éleveur,r_own-1
troupeau,de,berger,r_own-1
vache,de,fermier,r_own-1
mouton,d',éleveur,r_own-1
cochon,de,charcutier,r_own-1
poule,de,paysanne,r_own-1
lapin,d',éleveur,r_own-1
ruche,d',apiculteur,r_own-1
miel,de,producteur,r_own-1
lait,de,vache,r_own-1
oeuf,de,poule,r_own-1
viande,de,boucher,r_own-1
pain,de,boulanger,r_own-1
gâteau,de,pâtissier,r_own-1
vin,de,vigneron,r_own-1
bière,de,brasseur,r_own-1
eau,de,source,r_own-1
fruit,d',arboriculteur,r_own-1
légume,de,maraîcher,r_own-1
fleur,de,fleuriste,r_own-1
plante,de,jardinier,r_own-1
arbre,de,bûcheron,r_own-1
bois,de,charpentier,r_own-1
fer,de,forgeron,r_own-1
or,de,bijoutier,r_own-1
argent,d',orfèvre,r_own-1
pierre,de,maçon,r_own-1
brique,de,maçon,r_own-1
ciment,de,bâtisseur,r_own-1
verre,de,vitrier,r_own-1
tissu,de,couturier,r_own-1
fil,de,tisserand,r_own-1
laine,de,cardeur,r_own-1
coton,de,planteur,r_own-1
soie,d',éleveur,r_own-1
cuir,de,tanneur,r_own-1
papier,d',imprimeur,r_own-1
livre,de,libraire,r_own-1
journal,de,lecteur,r_own-1
revue,d',abonné,r_own-1
disque,de,mélomane,r_own-1
film,de,spectateur,r_own-1
image,de,photographe,r_own-1
peinture,d',artiste,r_own-1
statue,de,sculpteur,r_own-1
objet,de,collectionneur,r_own-1
jouet,d',enfant,r_own-1
poupée,de,fillette,r_own-1
train,de,garçon,r_own-1
ballon,de,joueur,r_own-1
skis,de,skieur,r_own-1
raquette,de,tennisman,r_own-1
piolet,d',alpiniste,r_own-1
canne,de,pêcheur,r_own-1
fusil,de,chasseur,r_own-1
arc,d',archer,r_own-1
épée,d',escrimeur,r_own-1
gant,de,boxeur,r_own-1
maillot,d',athlète,r_own-1
chaussure,de,sportif,r_own-1
casque,de,cycliste,r_own-1
lunettes,de,nageur,r_own-1
montre,d',arbitre,r_own-1
chronomètre,d',entraîneur,r_own-1
sifflet,d',arbitre,r_own-1
terrain,de,sportif,r_own-1
stade,d',athlète,r_own-1
gymnase,de,gymnaste,r_own-1
piscine,de,nageur,r_own-1
court,de,tennisman,r_own-1
golf,de,golfeur,r_own-1
piste,de,skieur,r_own-1
montagne,de,grimpeur,r_own-1
mer,de,marin,r_own-1
ciel,d',aviateur,r_own-1
espace,d',astronaute,r_own-1
terre,d',habitant,r_own-1
monde,d',homme,r_own-1
univers,de,créateur,r_own-1
vie,de,vivant,r_own-1
mort,de,défunt,r_own-1
âme,de,être,r_own-1
esprit,de,penseur,r_own-1
corps,d',humain,r_own-1
sang,de,blessé,r_own-1
coeur,d',amant,r_own-1
cerveau,de,savant,r_own-1
main,d',artisan,r_own-1
pied,de,marcheur,r_own-1
oeil,d',observateur,r_own-1
oreille,d',auditeur,r_own-1
bouche,d',orateur,r_own-1
nez,de,parfumeur,r_own-1
peau,de,être,r_own-1
cheveu,de,personne,r_own-1
voix,de,chanteur,r_own-1
mot,d',écrivain,r_own-1
idée,de,penseur,r_own-1
rêve,de,songeur,r_own-1
prière,de,croyant,r_own-1
foi,de,fidèle,r_own-1
espoir,d',homme,r_own-1
peur,de,couard,r_own-1
joie,d',enfant,r_own-1
tristesse,d',affligé,r_own-1
colère,d',irascible,r_own-1
haine,d',ennemi,r_own-1
amour,d',amant,r_own-1
amitié,d',ami,r_own-1
bonheur,de,sage,r_own-1
paix,de,monde,r_own-1
guerre,de,guerrier,r_own-1
victoire,de,vainqueur,r_own-1
défaite,de,vaincu,r_own-1
gloire,d',héros,r_own-1
honneurs,de,méritant,r_own-1
prix,de,lauréat,r_own-1
cadeau,de,donateur,r_own-1
don,de,généreux,r_own-1
legs,de,testateur,r_own-1
héritage,de,successeur,r_own-1
droit,d',homme,r_own-1
devoir,de,citoyen,r_own-1
loi,de,peuple,r_own-1
justice,de,juge,r_own-1
vérité,de,sage,r_own-1
beauté,d',artiste,r_own-1
force,d',athlète,r_own-1
vitesse,de,coureur,r_own-1
puissance,de,maître,r_own-1
liberté,d',esclave,r_own-1
vie,de,mortel,r_own-1
temps,d',horloger,r_own-1
destin,de,fataliste,r_own-1
chance,de,veinard,r_own-1
malheur,d',infortuné,r_own-1
secret,de,confident,r_own-1
mystère,d',initié,r_own-1
énigme,de,chercheur,r_own-1
problème,d',étudiant,r_own-1
solution,d',inventeur,r_own-1
invention,de,génie,r_own-1
découverte,d',explorateur,r_own-1
voyage,de,voyageur,r_own-1
chemin,de,passant,r_own-1
route,de,routier,r_own-1
pont,d',ingénieur,r_own-1
tunnel,d',ouvrier,r_own-1
gare,de,voyageur,r_own-1
port,de,marin,r_own-1
aéroport,de,voyageur,r_own-1
ville,de,citadin,r_own-1
village,d',habitant,r_own-1
pays,de,patriote,r_own-1
terre,d',homme,r_own-1
ciel,d',astronome,r_own-1
étoile,d',astronaute,r_own-1
lune,d',astronaute,r_own-1
soleil,d',homme,r_own-1
univers,de,savant,r_own-1
nature,d',écologiste,r_own-1
forêt,de,forestier,r_own-1
montagne,d',alpiniste,r_own-1
mer,de,pêcheur,r_own-1
fleuve,de,marinier,r_own-1
lac,de,plaisancier,r_own-1
désert,de,nomade,r_own-1
île,d',insulaire,r_own-1
continent,d',habitant,r_own-1
planète,d',homme,r_own-1
monde,de,vivant,r_own-1
temps,d',horloge,r_own-1
heure,de,montre,r_own-1
seconde,de,chronomètre,r_own-1
jour,de,calendrier,r_own-1
mois,d',année,r_own-1
siècle,d',histoire,r_own-1
passé,d',ancien,r_own-1
présent,d',homme,r_own-1
futur,de,visionnaire,r_own-1
vie,d',individu,r_own-1
mort,de,défunt,r_own-1
âme,d',esprit,r_own-1
corps,de,être,r_own-1
sang,de,veine,r_own-1
coeur,de,poitrine,r_own-1
main,de,bras,r_own-1
pied,de,jambe,r_own-1
oeil,de,visage,r_own-1
oreille,de,tête,r_own-1
bouche,de,face,r_own-1
nez,de,figure,r_own-1
peau,de,corps,r_own-1
cheveu,de,tête,r_own-1
voix,de,gorge,r_own-1
mot,de,langue,r_own-1
phrase,de,discours,r_own-1
livre,de,page,r_own-1
lettre,d',alphabet,r_own-1
chiffre,de,nombre,r_own-1
note,de,musique,r_own-1
couleur,de,peintre,r_own-1
forme,de,sculpteur,r_own-1
son,d',oreille,r_own-1
image,d',oeil,r_own-1
odeur,de,nez,r_own-1
goût,de,bouche,r_own-1
toucher,de,main,r_own-1
sens,de,corps,r_own-1
pensée,d',esprit,r_own-1
idée,de,cerveau,r_own-1
sentiment,de,coeur,r_own-1
émotion,d',âme,r_own-1
volonté,d',esprit,r_own-1
action,de,main,r_own-1
geste,de,bras,r_own-1
parole,de,bouche,r_own-1
cri,de,gorge,r_own-1
rire,de,face,r_own-1
larme,d',oeil,r_own-1
sourire,de,bouche,r_own-1
souffle,de,nez,r_own-1
vie,de,être,r_own-1
sacoche,de,facteur,r_own-1
insigne,de,capitaine,r_own-1
gourde,de,pèlerin,r_own-1
lasso,de,vacher,r_own-1
besace,de,mendiant,r_own-1
canif,de,scout,r_own-1
burin,de,graveur,r_own-1
pinceau,d',aquarelliste,r_own-1
partition,de,soliste,r_own-1
scaphandre,de,plongeur,r_own-1
éprouvette,de,chimiste,r_own-1
télescope,d',astronome,r_own-1
herminette,de,charpentier,r_own-1
enclume,de,forgeron,r_own-1
soufflet,de,maréchal,r_own-1
alambic,de,bouilleur,r_own-1
pressoir,de,vigneron,r_own-1
houe,de,jardinier,r_own-1
sécateur,de,paysagiste,r_own-1
nasse,de,pêcheur,r_own-1
fusil,de,braconnier,r_own-1
piège,de,trappeur,r_own-1
fouet,de,dompteur,r_own-1
cerceau,d',acrobate,r_own-1
trapèze,de,gymnaste,r_own-1
skis,de,champion,r_own-1
piolet,d',alpiniste,r_own-1
gant,de,boxeur,r_own-1
palme,de,nageur,r_own-1
masque,d',escrimeur,r_own-1
fleuret,de,tireur,r_own-1
arc,d',archer,r_own-1
carquois,de,sagittaire,r_own-1
heaume,de,paladin,r_own-1
cuirasse,de,centurion,r_own-1
éperon,de,cavalier,r_own-1
cravache,d',écuyer,r_own-1
selle,d',amazone,r_own-1
mors,de,monture,r_own-1
licol,de,mulet,r_own-1
muselière,de,chien,r_own-1
cage,de,canari,r_own-1
aquarium,d',amateur,r_own-1
étal,de,marchand,r_own-1
caisse,de,banquier,r_own-1
bourse,d',avare,r_own-1
bijou,d',altesse,r_own-1
diadème,de,reine,r_own-1
sceptre,d',empereur,r_own-1
couronne,de,prince,r_own-1
blason,de,chevalier,r_own-1
vassal,de,suzerain,r_own-1
donjon,de,châtelain,r_own-1
palais,de,vizir,r_own-1
yourte,de,nomade,r_own-1
tepee,d',indien,r_own-1
igloo,de,chasseur,r_own-1
cabane,d',ermite,r_own-1
refuge,de,gardien,r_own-1
phare,de,veilleur,r_own-1
cloche,de,sonneur,r_own-1
orgue,d',organiste,r_own-1
pupitre,d',écolier,r_own-1
plumier,d',enfant,r_own-1
cartable,de,collégien,r_own-1
besace,d',étudiant,r_own-1
thèse,de,doctorant,r_own-1
manuscrit,d',écrivain,r_own-1
grimoire,de,sorcier,r_own-1
potion,d',alchimiste,r_own-1
baguette,de,fée,r_own-1
lyre,de,poète,r_own-1
luth,de,ménestrel,r_own-1
psaltérion,de,troubadour,r_own-1
clavier,de,pianiste,r_own-1
archet,de,violoniste,r_own-1
baguette,de,chef,r_own-1
bâton,de,maréchal,r_own-1
canne,de,vieillard,r_own-1
déambulateur,d',infirme,r_own-1
fauteuil,de,malade,r_own-1
lit,de,patient,r_own-1
ordonnance,de,docteur,r_own-1
remède,d',apothicaire,r_own-1
miroir,de,coquette,r_own-1
peigne,de,coiffeur,r_own-1
rasoir,de,barbier,r_own-1
ciseau,de,tailleur,r_own-1
aiguille,de,couturière,r_own-1
dé,de,brodeuse,r_own-1
navette,de,tisserand,r_own-1
fuseau,de,fileuse,r_own-1
bobine,d',artisan,r_own-1
établi,de,menuisier,r_own-1
étau,de,mécanicien,r_own-1
pince,d',électricien,r_own-1
clés,de,serrurier,r_own-1
menottes,de,gendarme,r_own-1
matraque,de,policier,r_own-1
chronomètre,d',entraîneur,r_own-1
drapeau,d',arbitre,r_own-1
maillot,de,cycliste,r_own-1
vélo,de,coureur,r_own-1
moto,de,motard,r_own-1
camion,de,routier,r_own-1
navire,d',amiral,r_own-1
chalutier,de,pêcheur,r_own-1
barque,de,marinier,r_own-1
canoë,de,pagayeur,r_own-1
planeur,de,pilote,r_own-1
parachute,de,parachutiste,r_own-1
nacelle,d',aéronaute,r_own-1
fusée,de,cosmonaute,r_own-1
casque,d',astronaute,r_own-1
scaphandre,de,cosmonaute,r_own-1
