A,determinant,B,type_relation
correspondance,de,épistolier,r_processus_agent
corrosion,d',acide,r_processus_agent
couchage,de,parent,r_processus_agent
coulage,de,fondeur,r_processus_agent
coup,d',attaquant,r_processus_agent
coupe,de,bûcheron,r_processus_agent
couronnement,de,évêque,r_processus_agent
course,de,sprinteur,r_processus_agent
couture,de,lingère,r_processus_agent
couvaison,d',oiseau,r_processus_agent
création,d',artiste,r_processus_agent
crémation,d',employé,r_processus_agent
cri,de,victime,r_processus_agent
critique,de,journaliste,r_processus_agent
croissance,d',enfant,r_processus_agent
cueillette,de,ramasseur,r_processus_agent
cuisson,de,boulanger,r_processus_agent
culture,de,paysan,r_processus_agent
dactylographie,de,secrétaire,r_processus_agent
danse,de,danseur,r_processus_agent
déballage,de,commerçant,r_processus_agent
débarquement,de,passager,r_processus_agent
débat,de,politicien,r_processus_agent
débit,de,débitant,r_processus_agent
déblayage,de,cantonnier,r_processus_agent
déblocage,de,serrurier,r_processus_agent
débordement,de,fleuve,r_processus_agent
débouchage,de,plombier,r_processus_agent
débours,de,payeur,r_processus_agent
décharge,de,camionneur,r_processus_agent
déchiffrement,de,cryptologue,r_processus_agent
déchiquetage,de,broyeur,r_processus_agent
décision,de,chef,r_processus_agent
déclaration,de,témoin,r_processus_agent
décollage,de,pilote,r_processus_agent
décollage,de,fusée,r_processus_agent
découpage,de,boucher,r_processus_agent
découverte,de,chercheur,r_processus_agent
décryptage,d',analyste,r_processus_agent
déduction,d',inspecteur,r_processus_agent
défilé,de,soldat,r_processus_agent
dégagement,de,pompier,r_processus_agent
dégivrage,de,technicien,r_processus_agent
déglaçage,de,cuisinier,r_processus_agent
dégonflage,de,garagiste,r_processus_agent
dégustation,de,œnologue,r_processus_agent
délestage,d',ingénieur,r_processus_agent
délibération,de,juré,r_processus_agent
déménagement,d',habitant,r_processus_agent
déminage,de,démineur,r_processus_agent
démolition,d',ouvrier,r_processus_agent
démonstration,de,professeur,r_processus_agent
dénonciation,d',indicateur,r_processus_agent
dentelle,de,dentellière,r_processus_agent
départ,de,voyageur,r_processus_agent
dépannage,de,mécanicien,r_processus_agent
dépense,d',acheteur,r_processus_agent
dépistage,de,médecin,r_processus_agent
déplacement,de,nomade,r_processus_agent
déploiement,de,général,r_processus_agent
dépossession,de,voleur,r_processus_agent
dépouillement,de,scrutateur,r_processus_agent
dépôt,de,client,r_processus_agent
dérapage,de,coureur,r_processus_agent
dérèglement,d',expert,r_processus_agent
dérivation,d',hydrologue,r_processus_agent
dérive,de,marin,r_processus_agent
déroulement,de,chronologie,r_processus_agent
désarmement,de,pacifiste,r_processus_agent
descente,de,skieur,r_processus_agent
désignation,de,électeur,r_processus_agent
dessin,d',illustrateur,r_processus_agent
destruction,d',assaillant,r_processus_agent
détachement,de,détaché,r_processus_agent
détection,de,radariste,r_processus_agent
détention,de,gardien,r_processus_agent
détournement,de,pirate,r_processus_agent
détresse,de,naufragé,r_processus_agent
développement,de,concepteur,r_processus_agent
déviation,de,cantonnier,r_processus_agent
diagnostic,de,docteur,r_processus_agent
dictée,de,maître,r_processus_agent
diffraction,de,physicien,r_processus_agent
diffusion,de,diffuseur,r_processus_agent
digestion,de,mangeur,r_processus_agent
dictature,de,despote,r_processus_agent
direction,de,conducteur,r_processus_agent
discours,d',orateur,r_processus_agent
dispute,de,rival,r_processus_agent
dissertation,de,étudiant,r_processus_agent
dissimulation,d',espion,r_processus_agent
dissolution,de,gouverneur,r_processus_agent
distillation,d',alchimiste,r_processus_agent
distribution,de,facteur,r_processus_agent
divertissement,de,comique,r_processus_agent
divorce,de,conjoint,r_processus_agent
divulgation,d',informateur,r_processus_agent
don,de,bienfaiteur,r_processus_agent
doublage,de,comédien,r_processus_agent
douche,de,baigneur,r_processus_agent
douleur,de,patient,r_processus_agent
drainage,d',agriculteur,r_processus_agent
dressage,de,dresseur,r_processus_agent
dribble,de,footballeur,r_processus_agent
droit,de,législateur,r_processus_agent
duel,d',escrimeur,r_processus_agent
éboulement,de,montagnard,r_processus_agent
écart,de,danseur,r_processus_agent
échange,de,commerçant,r_processus_agent
échantillonnage,de,préleveur,r_processus_agent
échappée,de,cycliste,r_processus_agent
échec,de,perdant,r_processus_agent
éclairage,de,éclairagiste,r_processus_agent
éclat,de,rire,r_processus_agent
éclosion,de,poussin,r_processus_agent
écoute,d',auditeur,r_processus_agent
écrasement,de,presseur,r_processus_agent
écriture,de,écrivain,r_processus_agent
édification,d',architecte,r_processus_agent
édition,de,éditeur,r_processus_agent
effacement,de,gommeur,r_processus_agent
effort,de,sportif,r_processus_agent
effusion,d',amant,r_processus_agent
égorgement,de,boucher,r_processus_agent
élagage,de,élagueur,r_processus_agent
élargissement,de,juge,r_processus_agent
élection,de,peuple,r_processus_agent
élevage,de,éleveur,r_processus_agent
élimination,de,vainqueur,r_processus_agent
élocution,de,tribun,r_processus_agent
éloge,de,conteur,r_processus_agent
éloignement,d',exilé,r_processus_agent
embarquement,de,marin,r_processus_agent
embaumement,d',embaumeur,r_processus_agent
embauche,de,patron,r_processus_agent
emportement,de,colérique,r_processus_agent
emprunt,de,débiteur,r_processus_agent
encaissement,de,caissier,r_processus_agent
enchaînement,de,prisonnier,r_processus_agent
enchantement,de,magicien,r_processus_agent
enchère,d',acheteur,r_processus_agent
encliquetage,d',horloger,r_processus_agent
encodage,d',informaticien,r_processus_agent
encollage,de,relieur,r_processus_agent
encouragement,de,supporter,r_processus_agent
enquête,de,détective,r_processus_agent
enregistrement,de,preneur,r_processus_agent
enseignement,d',instituteur,r_processus_agent
ensevelissement,de,fossoyeur,r_processus_agent
entraînement,d',athlète,r_processus_agent
entrave,d',opposant,r_processus_agent
entretien,de,technicien,r_processus_agent
énumération,de,comptable,r_processus_agent
envol,d',oiseau,r_processus_agent
envoi,d',expéditeur,r_processus_agent
épandage,de,cultivateur,r_processus_agent
épilage,d',esthéticienne,r_processus_agent
épluchage,de,cuistot,r_processus_agent
épreuve,d',imprimeur,r_processus_agent
épuisement,de,coureur,r_processus_agent
équilibrage,de,mécanicien,r_processus_agent
érosion,d',eau,r_processus_agent
erres,de,voyageur,r_processus_agent
éruption,de,volcan,r_processus_agent
escalade,de,grimpeur,r_processus_agent
escale,de,voyageur,r_processus_agent
escorte,de,garde,r_processus_agent
essai,d',essayeur,r_processus_agent
essorage,de,blanchisseuse,r_processus_agent
estimation,d',expert,r_processus_agent
établissement,de,fondateur,r_processus_agent
étalage,de,marchand,r_processus_agent
étalonnage,de,métrologue,r_processus_agent
étalement,de,vendeur,r_processus_agent
étanchéité,de,plombier,r_processus_agent
étape,de,randonneur,r_processus_agent
étalage,de,étalagiste,r_processus_agent
extorsion,de,bandit,r_processus_agent
exaction,d',occupant,r_processus_agent
exaltation,de,mystique,r_processus_agent
examen,d',examinateur,r_processus_agent
exavation,de,terrassier,r_processus_agent
excavation,d',archéologue,r_processus_agent
excès,de,chauffard,r_processus_agent
exclusion,d',arbitre,r_processus_agent
excursion,de,touriste,r_processus_agent
exécution,de,bourreau,r_processus_agent
exercice,de,soldat,r_processus_agent
exhalaison,de,fleur,r_processus_agent
exhibition,d',acteur,r_processus_agent
exigence,de,maître,r_processus_agent
exil,de,banni,r_processus_agent
existence,de,vivant,r_processus_agent
expédition,d',explorateur,r_processus_agent
expertise,d',expert,r_processus_agent
expiration,de,souffleur,r_processus_agent
explication,de,professeur,r_processus_agent
exploitation,de,mineur,r_processus_agent
exploration,d',explorateur,r_processus_agent
explosion,de,dynamiteur,r_processus_agent
exportation,de,négociant,r_processus_agent
exposé,de,élève,r_processus_agent
expression,d',artiste,r_processus_agent
expulsion,d',huissier,r_processus_agent
extension,de,kiné,r_processus_agent
extinction,de,pompier,r_processus_agent
extraction,de,dentiste,r_processus_agent
extradition,de,ministre,r_processus_agent
fabrication,d',artisan,r_processus_agent
facturation,de,comptable,r_processus_agent
façonnage,de,potier,r_processus_agent
faucardage,d',agent,r_processus_agent
fauchage,de,paysan,r_processus_agent
faufilage,de,couturière,r_processus_agent
feulant,de,panthère,r_processus_agent
filage,de,fileuse,r_processus_agent
filtrage,de,douanier,r_processus_agent
finition,de,peintre,r_processus_agent
fixation,de,monteur,r_processus_agent
flânage,de,promeneur,r_processus_agent
fléchage,d',organisateur,r_processus_agent
flottaison,de,épave,r_processus_agent
flux,de,marée,r_processus_agent
folâtrerie,d',enfant,r_processus_agent
fondation,de,bâtisseur,r_processus_agent
fondage,de,fondeur,r_processus_agent
forage,de,foreur,r_processus_agent
forfait,de,criminel,r_processus_agent
forgeage,de,forgeron,r_processus_agent
formation,de,tuteur,r_processus_agent
formulation,de,chimiste,r_processus_agent
fouille,d',archéologue,r_processus_agent
foulage,de,vigneron,r_processus_agent
fourrage,de,fourrier,r_processus_agent
fournée,de,boulanger,r_processus_agent
frayage,de,poisson,r_processus_agent
freinage,de,conducteur,r_processus_agent
frémissement,de,feuillage,r_processus_agent
frisson,de,malade,r_processus_agent
frottement,de,mécanicien,r_processus_agent
fustigation,de,bourreau,r_processus_agent
gain,de,vainqueur,r_processus_agent
galopade,d',enfant,r_processus_agent
gâchage,de,maçon,r_processus_agent
gémissement,de,blessé,r_processus_agent
gestion,de,directeur,r_processus_agent
glanage,de,glaneur,r_processus_agent
glissement,de,skieur,r_processus_agent
gonflage,de,pompiste,r_processus_agent
goudronnage,d',ouvrier,r_processus_agent
goutte,de,rosée,r_processus_agent
gouverne,de,pilote,r_processus_agent
grattage,de,graveur,r_processus_agent
gravure,d',artiste,r_processus_agent
gribouillage,d',enfant,r_processus_agent
grillage,de,torréfacteur,r_processus_agent
grimpée,de,cycliste,r_processus_agent
grincement,de,porte,r_processus_agent
grippage,de,rouage,r_processus_agent
grondement,de,tonnerre,r_processus_agent
groupage,de,transporteur,r_processus_agent
guérison,de,patient,r_processus_agent
guet,de,sentinelle,r_processus_agent
guidage,de,guide,r_processus_agent
guillotinage,de,bourreau,r_processus_agent
habillage,de,costumier,r_processus_agent
habitation,de,résident,r_processus_agent
hachage,de,cuisinier,r_processus_agent
halage,de,marinier,r_processus_agent
halètement,de,coureur,r_processus_agent
hante,de,spectre,r_processus_agent
harangue,d',orateur,r_processus_agent
harcèlement,d',assaillant,r_processus_agent
hasard,de,joueur,r_processus_agent
hausse,de,prix,r_processus_agent
hennissement,de,cheval,r_processus_agent
héritage,de,successeur,r_processus_agent
hésitation,de,témoin,r_processus_agent
hibernation,d',ours,r_processus_agent
hululement,de,chouette,r_processus_agent
humage,de,flaireur,r_processus_agent
humiliation,de,tyran,r_processus_agent
hurlée,de,loup,r_processus_agent
identification,d',expert,r_processus_agent
illumination,d',artificier,r_processus_agent
illustration,de,dessinateur,r_processus_agent
imitation,d',imitateur,r_processus_agent
immersion,de,plongeur,r_processus_agent
immigration,de,migrant,r_processus_agent
immolation,de,sacrificateur,r_processus_agent
imperméabilisation,d',ouvrier,r_processus_agent
implantation,de,chirurgien,r_processus_agent
implication,de,complice,r_processus_agent
implosion,d',expert,r_processus_agent
importation,de,négociant,r_processus_agent
imposition,de,fisc,r_processus_agent
imprégnation,de,teinturier,r_processus_agent
impression,d',imprimeur,r_processus_agent
improvisation,d',acteur,r_processus_agent
impulsion,de,moteur,r_processus_agent
inauguration,de,maire,r_processus_agent
incantation,de,sorcier,r_processus_agent
incendie,de,pyromane,r_processus_agent
incinération,d',agent,r_processus_agent
incision,de,chirurgien,r_processus_agent
incitation,de,meneur,r_processus_agent
inclinaison,de,pylône,r_processus_agent
inclusion,de,joaillier,r_processus_agent
inculpation,de,juge,r_processus_agent
incursion,d',ennemi,r_processus_agent
indexation,d',archiviste,r_processus_agent
indication,de,guide,r_processus_agent
indiscrétion,de,voisin,r_processus_agent
induction,de,physicien,r_processus_agent
inflexion,de,voix,r_processus_agent
influence,d',artiste,r_processus_agent
information,de,journaliste,r_processus_agent
infraction,de,contrebandier,r_processus_agent
infusion,d',herboriste,r_processus_agent
ingestion,de,mangeur,r_processus_agent
inhalation,de,patient,r_processus_agent
inhumation,de,croque-mort,r_processus_agent
initiation,de,maître,r_processus_agent
injection,d',infirmier,r_processus_agent
injure,de,rival,r_processus_agent
innovation,d',inventeur,r_processus_agent
inoculation,de,médecin,r_processus_agent
inondation,de,fleuve,r_processus_agent
inscription,de,élève,r_processus_agent
insémination,de,vétérinaire,r_processus_agent
insertion,de,rédacteur,r_processus_agent
insolation,d',estivant,r_processus_agent
inspection,de,contrôleur,r_processus_agent
inspiration,de,poète,r_processus_agent
installation,d',artisan,r_processus_agent
instigation,d',instigateur,r_processus_agent
instillation,de,préparateur,r_processus_agent
institution,de,fondateur,r_processus_agent
instruction,de,juge,r_processus_agent
insulte,d',agresseur,r_processus_agent
insurrection,de,peuple,r_processus_agent
intégration,de,nouveau,r_processus_agent
intelligence,d',espion,r_processus_agent
intension,de,penseur,r_processus_agent
interception,de,douanier,r_processus_agent
interdiction,de,loi,r_processus_agent
interprétation,de,comédien,r_processus_agent
interrogation,de,professeur,r_processus_agent
interruption,d',arbitre,r_processus_agent
intervention,de,secouriste,r_processus_agent
interview,de,reporter,r_processus_agent
intimidation,de,bandit,r_processus_agent
intonation,d',orateur,r_processus_agent
intoxication,de,victime,r_processus_agent
intrigue,de,courtisan,r_processus_agent
introduction,d',auteur,r_processus_agent
intrusion,d',intrus,r_processus_agent
intuition,de,médium,r_processus_agent
invasion,d',armée,r_processus_agent
invention,de,génie,r_processus_agent
inventaire,de,comptable,r_processus_agent
inversion,de,conducteur,r_processus_agent
investissement,de,banquier,r_processus_agent
invitation,d',hôte,r_processus_agent
invocation,de,prêtre,r_processus_agent
involution,d',organe,r_processus_agent
irrigation,d',agriculteur,r_processus_agent
irritation,de,nerf,r_processus_agent
isolation,d',ouvrier,r_processus_agent
isolement,de,prisonnier,r_processus_agent
émission,de,émetteur,r_processus_agent
itératif,de,élève,r_processus_agent
itinérance,de,nomade,r_processus_agent
jaillissement,d',eau,r_processus_agent
jalonnement,d',arpenteur,r_processus_agent
jappement,de,chiot,r_processus_agent
jardinage,d',amateur,r_processus_agent
jaugeage,de,douanier,r_processus_agent
jeûne,de,fidèle,r_processus_agent
jet,de,lanceur,r_processus_agent
jonglage,de,clown,r_processus_agent
jonction,d',ouvrier,r_processus_agent
jouissance,d',héritier,r_processus_agent
joute,de,chevalier,r_processus_agent
jugement,de,magistrat,r_processus_agent
jugulation,d',expert,r_processus_agent
jumelage,de,maire,r_processus_agent
justification,de,prévenu,r_processus_agent
juxtaposition,de,maquettiste,r_processus_agent
kidnapping,de,ravisseur,r_processus_agent
kilométrage,de,routier,r_processus_agent
kinésithérapie,de,soignant,r_processus_agent
labourage,de,paysan,r_processus_agent
lâchage,de,pilote,r_processus_agent
lâcher,de,ballon,r_processus_agent
lacune,de,mémoire,r_processus_agent
lamentation,de,veuilleuse,r_processus_agent
laminage,d',ouvrier,r_processus_agent
lancement,d',artificier,r_processus_agent
langage,de,locuteur,r_processus_agent
languissement,d',amant,r_processus_agent
lanterne,de,veilleur,r_processus_agent
lapidation,de,foule,r_processus_agent
laquage,d',artisan,r_processus_agent
largage,de,pilote,r_processus_agent
larmoiement,d',enfant,r_processus_agent
lassitude,de,marcheur,r_processus_agent
lavage,de,laveur,r_processus_agent
laveur,de,carreau,r_processus_agent
léchage,d',animal,r_processus_agent
leçon,de,professeur,r_processus_agent
lecture,de,étudiant,r_processus_agent
légalisation,de,notaire,r_processus_agent
légifération,de,élu,r_processus_agent
légitimation,de,juge,r_processus_agent
legs,de,donateur,r_processus_agent
lessivage,d',ouvrier,r_processus_agent
lettre,de,écrivain,r_processus_agent
levage,de,grutier,r_processus_agent
levée,de,soleil,r_processus_agent
lévitation,de,magicien,r_processus_agent
libération,d',otage,r_processus_agent
licenciement,de,patron,r_processus_agent
licitation,de,notaire,r_processus_agent
lie,de,vin,r_processus_agent
ligature,de,chirurgien,r_processus_agent
lignage,de,généalogiste,r_processus_agent
limage,d',ajusteur,r_processus_agent
limitation,de,loi,r_processus_agent
limonage,d',agriculteur,r_processus_agent
liquidation,de,syndic,r_processus_agent
liquéfaction,de,chimiste,r_processus_agent
lissage,d',esthéticienne,r_processus_agent
litige,d',avocat,r_processus_agent
livraison,de,coursier,r_processus_agent
loi,de,législateur,r_processus_agent
location,de,bailleur,r_processus_agent
logement,de,résident,r_processus_agent
longe,de,dresseur,r_processus_agent
longueur,de,nageur,r_processus_agent
lotissement,de,promoteur,r_processus_agent
louage,de,locataire,r_processus_agent
louange,de,poète,r_processus_agent
louvoiement,de,marin,r_processus_agent
lubrification,de,mécanicien,r_processus_agent
lueur,d',espoir,r_processus_agent
luisance,de,verre,r_processus_agent
lumière,de,soleil,r_processus_agent
lustration,de,prêtre,r_processus_agent
lutte,de,lutteur,r_processus_agent
lutinement,de,farfadet,r_processus_agent
luxation,d',athlète,r_processus_agent
lyre,de,poète,r_processus_agent
mâchage,de,mangeur,r_processus_agent
machination,de,traître,r_processus_agent
maçonnerie,de,maçon,r_processus_agent
maculation,d',imprimeur,r_processus_agent
magasinage,de,gestionnaire,r_processus_agent
magie,de,magicien,r_processus_agent
magnification,de,poète,r_processus_agent
maigrissement,de,patient,r_processus_agent
maintien,de,gymnaste,r_processus_agent
maîtrise,d',expert,r_processus_agent
malaxage,de,boulanger,r_processus_agent
malédiction,de,sorcière,r_processus_agent
malversation,d',escroc,r_processus_agent
mandat,de,élu,r_processus_agent
manœuvre,d',ouvrier,r_processus_agent
mangement,d',enfant,r_processus_agent
maniement,d',escrimeur,r_processus_agent
manipulation,d',illusionniste,r_processus_agent
mannequinat,de,modèle,r_processus_agent
manquement,de,fautif,r_processus_agent
mansuétude,de,juge,r_processus_agent
manteau,de,neige,r_processus_agent
manufacture,d',ouvrier,r_processus_agent
manutention,de,docker,r_processus_agent
maquillage,d',acteur,r_processus_agent
marche,de,pèlerin,r_processus_agent
marchandage,d',acheteur,r_processus_agent
marquage,de,buteur,r_processus_agent
marinage,de,cuisinier,r_processus_agent
marivaudage,d',amant,r_processus_agent
marqueterie,de,ébéniste,r_processus_agent
marronnage,d',esclave,r_processus_agent
massage,de,kiné,r_processus_agent
massacre,d',assaillant,r_processus_agent
mastication,de,mangeur,r_processus_agent
matage,d',ajusteur,r_processus_agent
match,de,joueur,r_processus_agent
matérialisation,de,médium,r_processus_agent
maturité,de,fruit,r_processus_agent
maugréement,de,mécontent,r_processus_agent
méchanceté,d',ennemi,r_processus_agent
méconnaissance,d',ignorant,r_processus_agent
médiation,d',arbitre,r_processus_agent
méditation,de,moine,r_processus_agent
médisance,de,commère,r_processus_agent
meeting,de,candidat,r_processus_agent
mélange,de,chimiste,r_processus_agent
mélopée,de,chanteur,r_processus_agent
mémorisation,de,élève,r_processus_agent
menace,de,bandit,r_processus_agent
ménagement,de,diplomate,r_processus_agent
mendicité,de,mendiant,r_processus_agent
menée,de,conspirateur,r_processus_agent
mensonge,de,menteur,r_processus_agent
mension,de,greffier,r_processus_agent
mensuration,de,tailleur,r_processus_agent
mépris,d',orgueilleux,r_processus_agent
mercantilisme,de,marchand,r_processus_agent
merci,de,sauvé,r_processus_agent
merveille,d',enfant,r_processus_agent
mesurage,de,géomètre,r_processus_agent
métamorphose,de,chenille,r_processus_agent
méthode,d',expert,r_processus_agent
métissage,de,voyageur,r_processus_agent
meulage,de,émouleur,r_processus_agent
meurtre,de,tueur,r_processus_agent
miaulement,de,chat,r_processus_agent
micmac,de,fripon,r_processus_agent
migration,d',oiseau,r_processus_agent
mijotage,de,cuistot,r_processus_agent
militantisme,d',adhérent,r_processus_agent
mimage,de,mime,r_processus_agent
minage,de,sapeur,r_processus_agent
minauderie,de,coquette,r_processus_agent
miracle,de,saint,r_processus_agent
miroitement,d',eau,r_processus_agent
mise,de,joueur,r_processus_agent
mission,d',agent,r_processus_agent
mixage,de,technicien,r_processus_agent
mixtion,d',apothicaire,r_processus_agent
mobile,d',assassin,r_processus_agent
mobilisation,de,général,r_processus_agent
modelage,de,sculpteur,r_processus_agent
modération,de,sage,r_processus_agent
modernisation,d',urbaniste,r_processus_agent
modification,d',auteur,r_processus_agent
modulation,de,chanteur,r_processus_agent
moissonnage,de,fermier,r_processus_agent
moiteur,de,main,r_processus_agent
moletage,d',artisan,r_processus_agent
mollissement,de,corps,r_processus_agent
monnayage,de,changeur,r_processus_agent
monologue,d',acteur,r_processus_agent
montage,de,monteur,r_processus_agent
montée,de,marcheur,r_processus_agent
montre,de,guide,r_processus_agent
moquerie,d',enfant,r_processus_agent
morsure,de,chien,r_processus_agent
mortification,d',ascète,r_processus_agent
mouillage,de,marin,r_processus_agent
moulage,de,fondeur,r_processus_agent
moulinage,de,tisserand,r_processus_agent
mouvement,de,gymnaste,r_processus_agent
mue,de,serpent,r_processus_agent
mugissement,de,vache,r_processus_agent
multiplication,de,calculateur,r_processus_agent
murmure,de,ruisseau,r_processus_agent
musique,de,joueur,r_processus_agent
mutation,de,gène,r_processus_agent
mutilation,d',agresseur,r_processus_agent
mystification,de,farceur,r_processus_agent
nage,de,nageur,r_processus_agent
naissance,d',enfant,r_processus_agent
nantissement,de,débiteur,r_processus_agent
nargage,de,rival,r_processus_agent
narration,de,conteur,r_processus_agent
natation,de,sportif,r_processus_agent
naturalisation,de,étranger,r_processus_agent
naufrage,de,navire,r_processus_agent
navigation,de,capitaine,r_processus_agent
nébulosité,de,ciel,r_processus_agent
négociation,de,vendeur,r_processus_agent
neigeage,de,ciel,r_processus_agent
nettoyage,d',agent,r_processus_agent
neutralisation,d',expert,r_processus_agent
niaiserie,de,sot,r_processus_agent
nichage,d',oiseau,r_processus_agent
niement,d',accusé,r_processus_agent
nivelage,de,terrassier,r_processus_agent
nobilisation,de,roi,r_processus_agent
noce,de,marié,r_processus_agent
noircissement,de,fumée,r_processus_agent
nomadisme,de,voyageur,r_processus_agent
nomination,de,ministre,r_processus_agent
notation,de,juge,r_processus_agent
notification,d',huissier,r_processus_agent
nouage,de,marin,r_processus_agent
nourrissage,de,éleveur,r_processus_agent
noyade,de,victime,r_processus_agent
nuance,de,peintre,r_processus_agent
nuée,d',insecte,r_processus_agent
nuisance,de,voisin,r_processus_agent
numérotation,d',archiviste,r_processus_agent
obéissance,de,sujet,r_processus_agent
objection,d',avocat,r_processus_agent
obligation,de,débiteur,r_processus_agent
oblitération,de,postier,r_processus_agent
obscurcissement,de,nuage,r_processus_agent
observation,d',astronome,r_processus_agent
obstination,de,âne,r_processus_agent
obstruction,de,joueur,r_processus_agent
obtention,de,lauréat,r_processus_agent
obturation,de,dentiste,r_processus_agent
obvention,de,fisc,r_processus_agent
occasion,de,vendeur,r_processus_agent
occupation,de,soldat,r_processus_agent
occurrence,de,fait,r_processus_agent
octroi,de,maire,r_processus_agent
odeur,de,fleur,r_processus_agent
odorat,de,chien,r_processus_agent
offense,d',agresseur,r_processus_agent
offre,de,vendeur,r_processus_agent
oignement,de,prêtre,r_processus_agent
oisiveté,de,paresseux,r_processus_agent
omission,d',oublieux,r_processus_agent
ondulation,de,cheveu,r_processus_agent
onction,de,évêque,r_processus_agent
opération,de,chirurgien,r_processus_agent
opiniâtreté,de,lutteur,r_processus_agent
opinion,de,citoyen,r_processus_agent
opportunisme,de,politique,r_processus_agent
opposition,d',adversaire,r_processus_agent
oppression,de,tyran,r_processus_agent
optimisation,d',expert,r_processus_agent
option,d',acheteur,r_processus_agent
oraison,de,fidèle,r_processus_agent
oral,de,étudiant,r_processus_agent
