A,determinant,B,type_relation
couteau,de,coupe,r_processus>instr-1
couteau,de,viande,r_processus>instr-1
fourchette,de,piquage,r_processus>instr-1
fourchette,de,met,r_processus>instr-1
cuillère,de,service,r_processus>instr-1
cuillère,de,sirop,r_processus>instr-1
louche,de,service,r_processus>instr-1
louche,de,potage,r_processus>instr-1
verre,de,boisson,r_processus>instr-1
verre,d',eau,r_processus>instr-1
tasse,de,boisson,r_processus>instr-1
tasse,de,thé,r_processus>instr-1
assiette,de,repas,r_processus>instr-1
assiette,de,dessert,r_processus>instr-1
serviette,d',essuyage,r_processus>instr-1
serviette,de,bouche,r_processus>instr-1
éponge,de,nettoyage,r_processus>instr-1
éponge,de,vaisselle,r_processus>instr-1
savon,de,lavage,r_processus>instr-1
savon,de,main,r_processus>instr-1
dentifrice,de,brossage,r_processus>instr-1
dentifrice,de,dent,r_processus>instr-1
peigne,de,coiffage,r_processus>instr-1
peigne,de,cheveu,r_processus>instr-1
rasoir,de,rasage,r_processus>instr-1
rasoir,de,barbe,r_processus>instr-1
miroir,de,reflet,r_processus>instr-1
miroir,de,visage,r_processus>instr-1
parapluie,de,protection,r_processus>instr-1
parapluie,de,pluie,r_processus>instr-1
parasol,de,protection,r_processus>instr-1
parasol,de,soleil,r_processus>instr-1
éventail,d',aération,r_processus>instr-1
éventail,d',air,r_processus>instr-1
écharpe,de,protection,r_processus>instr-1
écharpe,de,cou,r_processus>instr-1
gant,de,protection,r_processus>instr-1
gant,de,main,r_processus>instr-1
chaussure,de,marche,r_processus>instr-1
chaussure,de,pied,r_processus>instr-1
botte,de,protection,r_processus>instr-1
botte,de,boue,r_processus>instr-1
chapeau,de,protection,r_processus>instr-1
chapeau,de,tête,r_processus>instr-1
casque,de,protection,r_processus>instr-1
casque,d',ouvrier,r_processus>instr-1
masque,de,protection,r_processus>instr-1
masque,de,visage,r_processus>instr-1
lunettes,de,vision,r_processus>instr-1
lunettes,de,vue,r_processus>instr-1
canne,d',appui,r_processus>instr-1
canne,de,marcheur,r_processus>instr-1
béquille,d',appui,r_processus>instr-1
béquille,de,blessé,r_processus>instr-1
fauteuil,de,déplacement,r_processus>instr-1
fauteuil,d',infirme,r_processus>instr-1
vélo,de,transport,r_processus>instr-1
vélo,de,cycliste,r_processus>instr-1
voiture,de,transport,r_processus>instr-1
voiture,de,voyageur,r_processus>instr-1
bus,de,transport,r_processus>instr-1
bus,de,passager,r_processus>instr-1
train,de,transport,r_processus>instr-1
train,de,marchandise,r_processus>instr-1
avion,de,vol,r_processus>instr-1
avion,de,passager,r_processus>instr-1
bateau,de,navigation,r_processus>instr-1
bateau,de,marin,r_processus>instr-1
ancre,d',amarrage,r_processus>instr-1
ancre,de,navire,r_processus>instr-1
gouvernail,de,direction,r_processus>instr-1
gouvernail,de,bateau,r_processus>instr-1
rame,de,propulsion,r_processus>instr-1
rame,de,barque,r_processus>instr-1
voile,de,propulsion,r_processus>instr-1
voile,de,vent,r_processus>instr-1
moteur,de,propulsion,r_processus>instr-1
moteur,de,machine,r_processus>instr-1
batterie,d',énergie,r_processus>instr-1
batterie,d',auto,r_processus>instr-1
câble,de,connexion,r_processus>instr-1
câble,de,réseau,r_processus>instr-1
prise,de,courant,r_processus>instr-1
prise,de,fiche,r_processus>instr-1
interrupteur,de,commande,r_processus>instr-1
interrupteur,de,lampe,r_processus>instr-1
télécommande,de,commande,r_processus>instr-1
télécommande,de,télé,r_processus>instr-1
téléphone,de,communication,r_processus>instr-1
téléphone,d',appel,r_processus>instr-1
ordinateur,de,calcul,r_processus>instr-1
ordinateur,de,donnée,r_processus>instr-1
clavier,de,saisie,r_processus>instr-1
clavier,de,texte,r_processus>instr-1
souris,de,pointage,r_processus>instr-1
souris,de,curseur,r_processus>instr-1
imprimante,d',impression,r_processus>instr-1
imprimante,de,papier,r_processus>instr-1
scanner,de,numérisation,r_processus>instr-1
scanner,de,document,r_processus>instr-1
tampon,de,marquage,r_processus>instr-1
tampon,de,date,r_processus>instr-1
agrafe,de,fixation,r_processus>instr-1
agrafe,de,papier,r_processus>instr-1
trombone,de,fixation,r_processus>instr-1
trombone,de,feuille,r_processus>instr-1
classeur,de,rangement,r_processus>instr-1
classeur,de,dossier,r_processus>instr-1
enveloppe,d',expédition,r_processus>instr-1
enveloppe,de,lettre,r_processus>instr-1
timbre,d',affranchissement,r_processus>instr-1
timbre,de,lettre,r_processus>instr-1
stylo,d',écriture,r_processus>instr-1
stylo,d',encre,r_processus>instr-1
gomme,d',effaçage,r_processus>instr-1
gomme,d',erreur,r_processus>instr-1
correcteur,de,correction,r_processus>instr-1
correcteur,de,texte,r_processus>instr-1
dictionnaire,de,recherche,r_processus>instr-1
dictionnaire,de,mot,r_processus>instr-1
livre,de,lecture,r_processus>instr-1
livre,d',histoire,r_processus>instr-1
cahier,d',exercice,r_processus>instr-1
cahier,d',élève,r_processus>instr-1
ardoise,d',écriture,r_processus>instr-1
ardoise,d',enfant,r_processus>instr-1
tableau,d',affichage,r_processus>instr-1
tableau,de,classe,r_processus>instr-1
craie,d',écriture,r_processus>instr-1
craie,de,tableau,r_processus>instr-1
feutre,de,dessin,r_processus>instr-1
feutre,de,couleur,r_processus>instr-1
colle,d',assemblage,r_processus>instr-1
colle,de,maquette,r_processus>instr-1
ciseaux,de,coupe,r_processus>instr-1
ciseaux,de,papier,r_processus>instr-1
cutter,de,coupe,r_processus>instr-1
cutter,de,carton,r_processus>instr-1
scie,de,découpe,r_processus>instr-1
scie,de,métal,r_processus>instr-1
perceuse,de,trou,r_processus>instr-1
perceuse,de,bois,r_processus>instr-1
tournevis,de,serrage,r_processus>instr-1
tournevis,de,vis,r_processus>instr-1
clé,de,desserrage,r_processus>instr-1
clé,de,boulon,r_processus>instr-1
marteau,d',enfonçage,r_processus>instr-1
marteau,de,clou,r_processus>instr-1
tenaille,d',arrachage,r_processus>instr-1
tenaille,de,clou,r_processus>instr-1
pince,de,maintien,r_processus>instr-1
pince,de,pièce,r_processus>instr-1
étau,de,maintien,r_processus>instr-1
étau,d',objet,r_processus>instr-1
établi,de,travail,r_processus>instr-1
établi,d',artisan,r_processus>instr-1
étalage,de,vente,r_processus>instr-1
étalage,de,marchandise,r_processus>instr-1
caisse,de,paiement,r_processus>instr-1
caisse,d',argent,r_processus>instr-1
balance,de,pesée,r_processus>instr-1
balance,de,poids,r_processus>instr-1
mètre,de,mesure,r_processus>instr-1
mètre,de,longueur,r_processus>instr-1
compas,de,mesure,r_processus>instr-1
compas,d',écartement,r_processus>instr-1
niveau,de,mesure,r_processus>instr-1
niveau,d',horizontalité,r_processus>instr-1
fil,de,mesure,r_processus>instr-1
fil,d',aplomb,r_processus>instr-1
équerre,de,mesure,r_processus>instr-1
équerre,d',orthogonalité,r_processus>instr-1
rapporteur,de,mesure,r_processus>instr-1
rapporteur,d',angle,r_processus>instr-1
calculatrice,de,calcul,r_processus>instr-1
calculatrice,de,nombre,r_processus>instr-1
sablier,de,mesure,r_processus>instr-1
sablier,de,temps,r_processus>instr-1
chronomètre,de,mesure,r_processus>instr-1
chronomètre,de,vitesse,r_processus>instr-1
horloge,de,mesure,r_processus>instr-1
horloge,d',heure,r_processus>instr-1
calendrier,de,mesure,r_processus>instr-1
calendrier,de,date,r_processus>instr-1
carte,d',orientation,r_processus>instr-1
carte,de,géographie,r_processus>instr-1
atlas,de,recherche,r_processus>instr-1
atlas,de,pays,r_processus>instr-1
globe,de,recherche,r_processus>instr-1
globe,de,terre,r_processus>instr-1
télescope,d',astronomie,r_processus>instr-1
télescope,de,planète,r_processus>instr-1
jumelles,de,vision,r_processus>instr-1
jumelles,d',horizon,r_processus>instr-1
microscope,de,biologie,r_processus>instr-1
microscope,de,bactérie,r_processus>instr-1
stéthoscope,de,médecine,r_processus>instr-1
stéthoscope,de,cœur,r_processus>instr-1
tensiomètre,de,médecine,r_processus>instr-1
tensiomètre,de,pression,r_processus>instr-1
thermomètre,de,médecine,r_processus>instr-1
thermomètre,de,corps,r_processus>instr-1
seringue,de,médecine,r_processus>instr-1
seringue,de,sang,r_processus>instr-1
scalpel,de,médecine,r_processus>instr-1
scalpel,de,peau,r_processus>instr-1
pince,de,médecine,r_processus>instr-1
pince,de,plaie,r_processus>instr-1
sonde,de,médecine,r_processus>instr-1
sonde,d',organe,r_processus>instr-1
pansement,de,protection,r_processus>instr-1
pansement,de,blessure,r_processus>instr-1
plâtre,d',immobilisation,r_processus>instr-1
plâtre,de,bras,r_processus>instr-1
fauteuil,de,médecine,r_processus>instr-1
fauteuil,de,dentiste,r_processus>instr-1
fraise,de,médecine,r_processus>instr-1
fraise,de,dent,r_processus>instr-1
lunettes,de,médecine,r_processus>instr-1
lunettes,de,chirurgien,r_processus>instr-1
masque,de,médecine,r_processus>instr-1
masque,de,soignant,r_processus>instr-1
gants,de,médecine,r_processus>instr-1
gants,de,soin,r_processus>instr-1
blouse,de,médecine,r_processus>instr-1
blouse,de,docteur,r_processus>instr-1
savon,d',hygiène,r_processus>instr-1
savon,de,corps,r_processus>instr-1
dentifrice,d',hygiène,r_processus>instr-1
dentifrice,de,bouche,r_processus>instr-1
brosse,d',hygiène,r_processus>instr-1
brosse,de,dent,r_processus>instr-1
peigne,de,coiffure,r_processus>instr-1
peigne,de,chevelure,r_processus>instr-1
miroir,de,toilette,r_processus>instr-1
miroir,de,reflet,r_processus>instr-1
serviette,de,toilette,r_processus>instr-1
serviette,de,corps,r_processus>instr-1
gant,de,toilette,r_processus>instr-1
gant,de,visage,r_processus>instr-1
baignoire,de,toilette,r_processus>instr-1
baignoire,de,bain,r_processus>instr-1
douche,de,toilette,r_processus>instr-1
douche,d',eau,r_processus>instr-1
évier,de,nettoyage,r_processus>instr-1
évier,de,vaisselle,r_processus>instr-1
lavabo,de,nettoyage,r_processus>instr-1
lavabo,de,main,r_processus>instr-1
balai,de,nettoyage,r_processus>instr-1
balai,de,poussière,r_processus>instr-1
pelle,de,nettoyage,r_processus>instr-1
pelle,d',ordure,r_processus>instr-1
seau,de,nettoyage,r_processus>instr-1
seau,d',eau,r_processus>instr-1
serpillière,de,nettoyage,r_processus>instr-1
serpillière,de,sol,r_processus>instr-1
aspirateur,de,nettoyage,r_processus>instr-1
aspirateur,de,tapis,r_processus>instr-1
fer,de,repassage,r_processus>instr-1
fer,de,vêtement,r_processus>instr-1
planche,de,repassage,r_processus>instr-1
planche,de,linge,r_processus>instr-1
lessive,de,lavage,r_processus>instr-1
lessive,de,vêtement,r_processus>instr-1
machine,de,lavage,r_processus>instr-1
machine,de,linge,r_processus>instr-1
sèche-linge,de,séchage,r_processus>instr-1
sèche-linge,de,linge,r_processus>instr-1
épingle,de,séchage,r_processus>instr-1
épingle,de,linge,r_processus>instr-1
fer,de,bouclage,r_processus>instr-1
fer,de,cheveu,r_processus>instr-1
sèche-cheveux,de,séchage,r_processus>instr-1
sèche-cheveux,de,cheveu,r_processus>instr-1
rasoir,de,coupe,r_processus>instr-1
rasoir,de,poil,r_processus>instr-1
tondeuse,de,coupe,r_processus>instr-1
tondeuse,de,gazon,r_processus>instr-1
cisaille,de,coupe,r_processus>instr-1
cisaille,de,branche,r_processus>instr-1
sécateur,de,coupe,r_processus>instr-1
sécateur,de,fleur,r_processus>instr-1
arrosoir,d',arrosage,r_processus>instr-1
arrosoir,de,plante,r_processus>instr-1
tuyau,d',arrosage,r_processus>instr-1
tuyau,de,jardin,r_processus>instr-1
pelle,de,jardinage,r_processus>instr-1
pelle,de,terre,r_processus>instr-1
râteau,de,jardinage,r_processus>instr-1
râteau,de,feuille,r_processus>instr-1
transplantoir,de,jardinage,r_processus>instr-1
transplantoir,de,fleur,r_processus>instr-1
brouette,de,transport,r_processus>instr-1
brouette,de,terre,r_processus>instr-1
tondeuse,de,jardinage,r_processus>instr-1
tondeuse,d',herbe,r_processus>instr-1
échelle,d',ascension,r_processus>instr-1
échelle,de,mur,r_processus>instr-1
escabeau,d',ascension,r_processus>instr-1
escabeau,de,plafond,r_processus>instr-1
marchepied,d',ascension,r_processus>instr-1
marchepied,d',étagère,r_processus>instr-1
étagère,de,rangement,r_processus>instr-1
étagère,de,livre,r_processus>instr-1
armoire,de,rangement,r_processus>instr-1
armoire,de,vêtement,r_processus>instr-1
coffre,de,rangement,r_processus>instr-1
coffre,de,jouet,r_processus>instr-1
tiroir,de,rangement,r_processus>instr-1
tiroir,d',objet,r_processus>instr-1
sac,de,transport,r_processus>instr-1
sac,de,course,r_processus>instr-1
valise,de,transport,r_processus>instr-1
valise,d',habit,r_processus>instr-1
cartable,de,transport,r_processus>instr-1
cartable,de,livre,r_processus>instr-1
sac,de,couchage,r_processus>instr-1
sac,de,camping,r_processus>instr-1
tente,d',abri,r_processus>instr-1
tente,de,campeur,r_processus>instr-1
lit,de,repos,r_processus>instr-1
lit,de,dormeur,r_processus>instr-1
oreiller,de,repos,r_processus>instr-1
oreiller,de,tête,r_processus>instr-1
couverture,de,chaleur,r_processus>instr-1
couverture,de,corps,r_processus>instr-1
drap,de,propreté,r_processus>instr-1
drap,de,lit,r_processus>instr-1
matelas,de,confort,r_processus>instr-1
matelas,de,sommeil,r_processus>instr-1
fauteuil,de,confort,r_processus>instr-1
fauteuil,de,salon,r_processus>instr-1
chaise,d',assise,r_processus>instr-1
chaise,de,table,r_processus>instr-1
table,de,repas,r_processus>instr-1
table,de,cuisine,r_processus>instr-1
bureau,de,travail,r_processus>instr-1
bureau,d',ordinateur,r_processus>instr-1
lampe,de,bureau,r_processus>instr-1
lampe,de,lecture,r_processus>instr-1
veilleuse,de,nuit,r_processus>instr-1
veilleuse,d',enfant,r_processus>instr-1
réveil,de,matin,r_processus>instr-1
réveil,d',heure,r_processus>instr-1
horloge,de,mur,r_processus>instr-1
horloge,de,salon,r_processus>instr-1
montre,de,poignet,r_processus>instr-1
montre,d',homme,r_processus>instr-1
bijou,de,parure,r_processus>instr-1
bijou,de,femme,r_processus>instr-1
bague,de,parure,r_processus>instr-1
bague,de,doigt,r_processus>instr-1
collier,de,parure,r_processus>instr-1
collier,de,cou,r_processus>instr-1
bracelet,de,parure,r_processus>instr-1
bracelet,de,poignet,r_processus>instr-1
boucle,de,parure,r_processus>instr-1
boucle,d',oreille,r_processus>instr-1
ceinture,de,maintien,r_processus>instr-1
ceinture,de,pantalon,r_processus>instr-1
bretelle,de,maintien,r_processus>instr-1
bretelle,d',habit,r_processus>instr-1
cravate,de,parure,r_processus>instr-1
cravate,de,chemise,r_processus>instr-1
bouton,de,fermeture,r_processus>instr-1
bouton,de,veste,r_processus>instr-1
fermeture,de,fermeture,r_processus>instr-1
fermeture,de,sac,r_processus>instr-1
épingle,de,fixation,r_processus>instr-1
épingle,de,tissu,r_processus>instr-1
aiguille,de,travail,r_processus>instr-1
aiguille,de,laine,r_processus>instr-1
dé,de,protection,r_processus>instr-1
dé,de,doigt,r_processus>instr-1
canevas,de,broderie,r_processus>instr-1
canevas,de,fil,r_processus>instr-1
métier,de,tissage,r_processus>instr-1
métier,de,tissu,r_processus>instr-1
navette,de,tissage,r_processus>instr-1
navette,de,fil,r_processus>instr-1
fuseau,de,filage,r_processus>instr-1
fuseau,de,laine,r_processus>instr-1
rouet,de,filage,r_processus>instr-1
rouet,de,fibre,r_processus>instr-1
peigne,de,tissage,r_processus>instr-1
peigne,de,trame,r_processus>instr-1
ciseau,de,travail,r_processus>instr-1
ciseau,de,brodeuse,r_processus>instr-1
mètre,de,mesure,r_processus>instr-1
mètre,de,tailleur,r_processus>instr-1
craie,de,marquage,r_processus>instr-1
craie,de,tissu,r_processus>instr-1
épingle,de,fixation,r_processus>instr-1
épingle,de,cheveu,r_processus>instr-1
élastique,de,maintien,r_processus>instr-1
élastique,de,cheveu,r_processus>instr-1
serre-tête,de,maintien,r_processus>instr-1
serre-tête,de,tête,r_processus>instr-1
barrette,de,fixation,r_processus>instr-1
barrette,de,mèche,r_processus>instr-1
brosse,de,soin,r_processus>instr-1
brosse,de,cheveu,r_processus>instr-1
miroir,de,beauté,r_processus>instr-1
miroir,de,visage,r_processus>instr-1
maquillage,de,parure,r_processus>instr-1
maquillage,d',oeil,r_processus>instr-1
rouge,de,parure,r_processus>instr-1
rouge,de,lèvre,r_processus>instr-1
vernis,de,parure,r_processus>instr-1
vernis,d',ongle,r_processus>instr-1
lime,de,soin,r_processus>instr-1
lime,d',ongle,r_processus>instr-1
pince,de,soin,r_processus>instr-1
pince,de,sourcil,r_processus>instr-1
ciseaux,de,soin,r_processus>instr-1
ciseaux,d',ongle,r_processus>instr-1
parfum,d',odeur,r_processus>instr-1
parfum,de,corps,r_processus>instr-1
savon,de,toilette,r_processus>instr-1
savon,de,main,r_processus>instr-1
shampooing,de,lavage,r_processus>instr-1
shampooing,de,cheveu,r_processus>instr-1
crème,de,soin,r_processus>instr-1
crème,de,visage,r_processus>instr-1
masque,de,soin,r_processus>instr-1
masque,de,peau,r_processus>instr-1
dentifrice,de,nettoyage,r_processus>instr-1
dentifrice,de,dent,r_processus>instr-1
brosse,de,nettoyage,r_processus>instr-1
brosse,de,dent,r_processus>instr-1
fil,de,nettoyage,r_processus>instr-1
fil,de,dent,r_processus>instr-1
bain,de,nettoyage,r_processus>instr-1
bain,de,bouche,r_processus>instr-1
mouchoir,de,nettoyage,r_processus>instr-1
mouchoir,de,nez,r_processus>instr-1
coton-tige,de,nettoyage,r_processus>instr-1
coton-tige,d',oreille,r_processus>instr-1
serviette,de,protection,r_processus>instr-1
serviette,de,femme,r_processus>instr-1
tampon,de,protection,r_processus>instr-1
tampon,de,femme,r_processus>instr-1
couche,de,protection,r_processus>instr-1
couche,de,bébé,r_processus>instr-1
bavoir,de,protection,r_processus>instr-1
bavoir,d',enfant,r_processus>instr-1
sucette,de,calme,r_processus>instr-1
sucette,de,bébé,r_processus>instr-1
hochet,de,jeu,r_processus>instr-1
hochet,de,nourrisson,r_processus>instr-1
berceau,de,sommeil,r_processus>instr-1
berceau,d',enfant,r_processus>instr-1
poussette,de,transport,r_processus>instr-1
poussette,de,bébé,r_processus>instr-1
landau,de,transport,r_processus>instr-1
landau,de,nourrisson,r_processus>instr-1
siège,de,transport,r_processus>instr-1
siège,d',enfant,r_processus>instr-1
biberon,de,repas,r_processus>instr-1
biberon,de,lait,r_processus>instr-1
bol,de,repas,r_processus>instr-1
bol,d',enfant,r_processus>instr-1
assiette,de,repas,r_processus>instr-1
assiette,de,petit,r_processus>instr-1
verre,de,boisson,r_processus>instr-1
verre,de,jus,r_processus>instr-1
gourde,de,boisson,r_processus>instr-1
gourde,d',enfant,r_processus>instr-1
sac,de,transport,r_processus>instr-1
sac,de,jouet,r_processus>instr-1
coffre,de,rangement,r_processus>instr-1
coffre,de,chambre,r_processus>instr-1
tapis,de,jeu,r_processus>instr-1
tapis,d',enfant,r_processus>instr-1
balançoire,de,jeu,r_processus>instr-1
balançoire,de,jardin,r_processus>instr-1
toboggan,de,jeu,r_processus>instr-1
toboggan,de,petit,r_processus>instr-1
ballon,de,jeu,r_processus>instr-1
ballon,d',enfant,r_processus>instr-1
poupée,de,jeu,r_processus>instr-1
poupée,de,fillette,r_processus>instr-1
peluche,de,jeu,r_processus>instr-1
peluche,d',enfant,r_processus>instr-1
figurine,de,jeu,r_processus>instr-1
figurine,de,garçon,r_processus>instr-1
voiture,de,jeu,r_processus>instr-1
voiture,d',enfant,r_processus>instr-1
train,de,jeu,r_processus>instr-1
train,de,circuit,r_processus>instr-1
puzzle,de,jeu,r_processus>instr-1
puzzle,d',image,r_processus>instr-1
jeu,de,société,r_processus>instr-1
jeu,de,famille,r_processus>instr-1
carte,de,jeu,r_processus>instr-1
carte,de,joueur,r_processus>instr-1
dé,de,jeu,r_processus>instr-1
dé,d',hasard,r_processus>instr-1
pion,de,jeu,r_processus>instr-1
pion,de,plateau,r_processus>instr-1
jeton,de,jeu,r_processus>instr-1
jeton,de,casinos,r_processus>instr-1
bille,de,jeu,r_processus>instr-1
bille,d',enfant,r_processus>instr-1
cerf-volant,de,jeu,r_processus>instr-1
cerf-volant,de,vent,r_processus>instr-1
fronde,de,jeu,r_processus>instr-1
fronde,de,pierre,r_processus>instr-1
arc,de,jeu,r_processus>instr-1
arc,de,flèche,r_processus>instr-1
épée,de,jeu,r_processus>instr-1
épée,de,bois,r_processus>instr-1
bouclier,de,jeu,r_processus>instr-1
bouclier,de,chevalier,r_processus>instr-1
pistolet,de,jeu,r_processus>instr-1
pistolet,d',eau,r_processus>instr-1
ballon,de,sport,r_processus>instr-1
ballon,de,foot,r_processus>instr-1
raquette,de,sport,r_processus>instr-1
raquette,de,tennis,r_processus>instr-1
club,de,sport,r_processus>instr-1
club,de,golf,r_processus>instr-1
batte,de,sport,r_processus>instr-1
batte,de,baseball,r_processus>instr-1
crosse,de,sport,r_processus>instr-1
crosse,d',hockey,r_processus>instr-1
boule,de,sport,r_processus>instr-1
boule,de,pétanque,r_processus>instr-1
quille,de,sport,r_processus>instr-1
quille,de,jeu,r_processus>instr-1
filet,de,sport,r_processus>instr-1
filet,de,volley,r_processus>instr-1
panier,de,sport,r_processus>instr-1
panier,de,basket,r_processus>instr-1
but,de,sport,r_processus>instr-1
but,de,foot,r_processus>instr-1
poteau,de,sport,r_processus>instr-1
poteau,de,rugby,r_processus>instr-1
chronomètre,de,sport,r_processus>instr-1
chronomètre,de,course,r_processus>instr-1
sifflet,de,sport,r_processus>instr-1
sifflet,d',arbitre,r_processus>instr-1
médaille,de,sport,r_processus>instr-1
médaille,de,champion,r_processus>instr-1
trophée,de,sport,r_processus>instr-1
trophée,de,vainqueur,r_processus>instr-1
coupe,de,sport,r_processus>instr-1
coupe,de,gagnant,r_processus>instr-1
podium,de,sport,r_processus>instr-1
podium,d',athlète,r_processus>instr-1
maillot,de,sport,r_processus>instr-1
maillot,de,joueur,r_processus>instr-1
short,de,sport,r_processus>instr-1
short,de,coureur,r_processus>instr-1
chaussette,de,sport,r_processus>instr-1
chaussette,de,foot,r_processus>instr-1
chaussure,de,sport,r_processus>instr-1
chaussure,de,basket,r_processus>instr-1
crampon,de,sport,r_processus>instr-1
crampon,de,foot,r_processus>instr-1
skis,de,sport,r_processus>instr-1
skis,de,glisse,r_processus>instr-1
luge,de,sport,r_processus>instr-1
luge,de,neige,r_processus>instr-1
patin,de,sport,r_processus>instr-1
patin,de,glace,r_processus>instr-1
planche,de,sport,r_processus>instr-1
planche,de,surf,r_processus>instr-1
vélo,de,sport,r_processus>instr-1
vélo,de,course,r_processus>instr-1
casque,de,sport,r_processus>instr-1
casque,de,cycliste,r_processus>instr-1
gant,de,sport,r_processus>instr-1
gant,de,boxeur,r_processus>instr-1
sac,de,sport,r_processus>instr-1
sac,de,gym,r_processus>instr-1
corde,de,sport,r_processus>instr-1
corde,de,saute,r_processus>instr-1
haltère,de,sport,r_processus>instr-1
haltère,de,muscle,r_processus>instr-1
banc,de,sport,r_processus>instr-1
banc,de,musculation,r_processus>instr-1
tapis,de,sport,r_processus>instr-1
tapis,de,gym,r_processus>instr-1
trampoline,de,sport,r_processus>instr-1
trampoline,de,saut,r_processus>instr-1
voile,de,sport,r_processus>instr-1
